SDR Valuations,,SDR_Value
21/12/2011,U.K. pound,0.111
22/12/2011,U.K. pound,0.111
23/12/2011,U.K. pound,0.111
27/12/2011,U.K. pound,0.111
28/12/2011,U.K. pound,0.111
29/12/2011,U.K. pound,0.111
30/12/2011,U.K. pound,0.111
03/01/2012,U.K. pound,0.111
04/01/2012,U.K. pound,0.111
05/01/2012,U.K. pound,0.111
06/01/2012,U.K. pound,0.111
09/01/2012,U.K. pound,0.111
10/01/2012,U.K. pound,0.111
11/01/2012,U.K. pound,0.111
12/01/2012,U.K. pound,0.111
13/01/2012,U.K. pound,0.111
17/01/2012,U.K. pound,0.111
18/01/2012,U.K. pound,0.111
19/01/2012,U.K. pound,0.111
20/01/2012,U.K. pound,0.111
23/01/2012,U.K. pound,0.111
24/01/2012,U.K. pound,0.111
25/01/2012,U.K. pound,0.111
26/01/2012,U.K. pound,0.111
27/01/2012,U.K. pound,0.111
30/01/2012,U.K. pound,0.111
31/01/2012,U.K. pound,0.111
01/02/2012,U.K. pound,0.111
02/02/2012,U.K. pound,0.111
03/02/2012,U.K. pound,0.111
06/02/2012,U.K. pound,0.111
07/02/2012,U.K. pound,0.111
08/02/2012,U.K. pound,0.111
09/02/2012,U.K. pound,0.111
10/02/2012,U.K. pound,0.111
13/02/2012,U.K. pound,0.111
14/02/2012,U.K. pound,0.111
15/02/2012,U.K. pound,0.111
16/02/2012,U.K. pound,0.111
17/02/2012,U.K. pound,0.111
21/02/2012,U.K. pound,0.111
22/02/2012,U.K. pound,0.111
23/02/2012,U.K. pound,0.111
24/02/2012,U.K. pound,0.111
27/02/2012,U.K. pound,0.111
28/02/2012,U.K. pound,0.111
29/02/2012,U.K. pound,0.111
01/03/2012,U.K. pound,0.111
02/03/2012,U.K. pound,0.111
05/03/2012,U.K. pound,0.111
06/03/2012,U.K. pound,0.111
07/03/2012,U.K. pound,0.111
08/03/2012,U.K. pound,0.111
09/03/2012,U.K. pound,0.111
12/03/2012,U.K. pound,0.111
13/03/2012,U.K. pound,0.111
14/03/2012,U.K. pound,0.111
15/03/2012,U.K. pound,0.111
16/03/2012,U.K. pound,0.111
19/03/2012,U.K. pound,0.111
20/03/2012,U.K. pound,0.111
21/03/2012,U.K. pound,0.111
22/03/2012,U.K. pound,0.111
23/03/2012,U.K. pound,0.111
26/03/2012,U.K. pound,0.111
27/03/2012,U.K. pound,0.111
28/03/2012,U.K. pound,0.111
29/03/2012,U.K. pound,0.111
30/03/2012,U.K. pound,0.111
02/04/2012,U.K. pound,0.111
03/04/2012,U.K. pound,0.111
04/04/2012,U.K. pound,0.111
05/04/2012,U.K. pound,0.111
06/04/2012,U.K. pound,0.111
09/04/2012,U.K. pound,0.111
10/04/2012,U.K. pound,0.111
11/04/2012,U.K. pound,0.111
12/04/2012,U.K. pound,0.111
13/04/2012,U.K. pound,0.111
16/04/2012,U.K. pound,0.111
17/04/2012,U.K. pound,0.111
18/04/2012,U.K. pound,0.111
19/04/2012,U.K. pound,0.111
20/04/2012,U.K. pound,0.111
23/04/2012,U.K. pound,0.111
24/04/2012,U.K. pound,0.111
25/04/2012,U.K. pound,0.111
26/04/2012,U.K. pound,0.111
27/04/2012,U.K. pound,0.111
30/04/2012,U.K. pound,0.111
01/05/2012,U.K. pound,0.111
02/05/2012,U.K. pound,0.111
03/05/2012,U.K. pound,0.111
04/05/2012,U.K. pound,0.111
07/05/2012,U.K. pound,0.111
08/05/2012,U.K. pound,0.111
09/05/2012,U.K. pound,0.111
10/05/2012,U.K. pound,0.111
11/05/2012,U.K. pound,0.111
14/05/2012,U.K. pound,0.111
15/05/2012,U.K. pound,0.111
16/05/2012,U.K. pound,0.111
17/05/2012,U.K. pound,0.111
18/05/2012,U.K. pound,0.111
21/05/2012,U.K. pound,0.111
22/05/2012,U.K. pound,0.111
23/05/2012,U.K. pound,0.111
24/05/2012,U.K. pound,0.111
25/05/2012,U.K. pound,0.111
29/05/2012,U.K. pound,0.111
30/05/2012,U.K. pound,0.111
31/05/2012,U.K. pound,0.111
01/06/2012,U.K. pound,0.111
04/06/2012,U.K. pound,0.111
05/06/2012,U.K. pound,0.111
06/06/2012,U.K. pound,0.111
07/06/2012,U.K. pound,0.111
08/06/2012,U.K. pound,0.111
11/06/2012,U.K. pound,0.111
12/06/2012,U.K. pound,0.111
13/06/2012,U.K. pound,0.111
14/06/2012,U.K. pound,0.111
15/06/2012,U.K. pound,0.111
18/06/2012,U.K. pound,0.111
19/06/2012,U.K. pound,0.111
20/06/2012,U.K. pound,0.111
21/06/2012,U.K. pound,0.111
22/06/2012,U.K. pound,0.111
25/06/2012,U.K. pound,0.111
26/06/2012,U.K. pound,0.111
27/06/2012,U.K. pound,0.111
28/06/2012,U.K. pound,0.111
29/06/2012,U.K. pound,0.111
02/07/2012,U.K. pound,0.111
03/07/2012,U.K. pound,0.111
05/07/2012,U.K. pound,0.111
06/07/2012,U.K. pound,0.111
09/07/2012,U.K. pound,0.111
10/07/2012,U.K. pound,0.111
11/07/2012,U.K. pound,0.111
12/07/2012,U.K. pound,0.111
13/07/2012,U.K. pound,0.111
16/07/2012,U.K. pound,0.111
17/07/2012,U.K. pound,0.111
18/07/2012,U.K. pound,0.111
19/07/2012,U.K. pound,0.111
20/07/2012,U.K. pound,0.111
23/07/2012,U.K. pound,0.111
24/07/2012,U.K. pound,0.111
25/07/2012,U.K. pound,0.111
26/07/2012,U.K. pound,0.111
27/07/2012,U.K. pound,0.111
30/07/2012,U.K. pound,0.111
31/07/2012,U.K. pound,0.111
01/08/2012,U.K. pound,0.111
02/08/2012,U.K. pound,0.111
03/08/2012,U.K. pound,0.111
06/08/2012,U.K. pound,0.111
07/08/2012,U.K. pound,0.111
08/08/2012,U.K. pound,0.111
09/08/2012,U.K. pound,0.111
10/08/2012,U.K. pound,0.111
13/08/2012,U.K. pound,0.111
14/08/2012,U.K. pound,0.111
15/08/2012,U.K. pound,0.111
16/08/2012,U.K. pound,0.111
17/08/2012,U.K. pound,0.111
20/08/2012,U.K. pound,0.111
21/08/2012,U.K. pound,0.111
22/08/2012,U.K. pound,0.111
23/08/2012,U.K. pound,0.111
24/08/2012,U.K. pound,0.111
27/08/2012,U.K. pound,0.111
28/08/2012,U.K. pound,0.111
29/08/2012,U.K. pound,0.111
30/08/2012,U.K. pound,0.111
31/08/2012,U.K. pound,0.111
04/09/2012,U.K. pound,0.111
05/09/2012,U.K. pound,0.111
06/09/2012,U.K. pound,0.111
07/09/2012,U.K. pound,0.111
10/09/2012,U.K. pound,0.111
11/09/2012,U.K. pound,0.111
12/09/2012,U.K. pound,0.111
13/09/2012,U.K. pound,0.111
14/09/2012,U.K. pound,0.111
17/09/2012,U.K. pound,0.111
18/09/2012,U.K. pound,0.111
19/09/2012,U.K. pound,0.111
20/09/2012,U.K. pound,0.111
21/09/2012,U.K. pound,0.111
24/09/2012,U.K. pound,0.111
25/09/2012,U.K. pound,0.111
26/09/2012,U.K. pound,0.111
27/09/2012,U.K. pound,0.111
28/09/2012,U.K. pound,0.111
01/10/2012,U.K. pound,0.111
02/10/2012,U.K. pound,0.111
03/10/2012,U.K. pound,0.111
04/10/2012,U.K. pound,0.111
05/10/2012,U.K. pound,0.111
09/10/2012,U.K. pound,0.111
10/10/2012,U.K. pound,0.111
11/10/2012,U.K. pound,0.111
12/10/2012,U.K. pound,0.111
15/10/2012,U.K. pound,0.111
16/10/2012,U.K. pound,0.111
17/10/2012,U.K. pound,0.111
18/10/2012,U.K. pound,0.111
19/10/2012,U.K. pound,0.111
22/10/2012,U.K. pound,0.111
23/10/2012,U.K. pound,0.111
24/10/2012,U.K. pound,0.111
25/10/2012,U.K. pound,0.111
26/10/2012,U.K. pound,0.111
29/10/2012,U.K. pound,0.111
30/10/2012,U.K. pound,0.111
31/10/2012,U.K. pound,0.111
01/11/2012,U.K. pound,0.111
02/11/2012,U.K. pound,0.111
05/11/2012,U.K. pound,0.111
06/11/2012,U.K. pound,0.111
07/11/2012,U.K. pound,0.111
08/11/2012,U.K. pound,0.111
09/11/2012,U.K. pound,0.111
12/11/2012,U.K. pound,0.111
13/11/2012,U.K. pound,0.111
14/11/2012,U.K. pound,0.111
15/11/2012,U.K. pound,0.111
16/11/2012,U.K. pound,0.111
19/11/2012,U.K. pound,0.111
20/11/2012,U.K. pound,0.111
21/11/2012,U.K. pound,0.111
26/11/2012,U.K. pound,0.111
27/11/2012,U.K. pound,0.111
28/11/2012,U.K. pound,0.111
29/11/2012,U.K. pound,0.111
30/11/2012,U.K. pound,0.111
03/12/2012,U.K. pound,0.111
04/12/2012,U.K. pound,0.111
05/12/2012,U.K. pound,0.111
06/12/2012,U.K. pound,0.111
07/12/2012,U.K. pound,0.111
10/12/2012,U.K. pound,0.111
11/12/2012,U.K. pound,0.111
12/12/2012,U.K. pound,0.111
13/12/2012,U.K. pound,0.111
14/12/2012,U.K. pound,0.111
17/12/2012,U.K. pound,0.111
18/12/2012,U.K. pound,0.111
19/12/2012,U.K. pound,0.111
20/12/2012,U.K. pound,0.111
21/12/2012,U.K. pound,0.111
26/12/2012,U.K. pound,0.111
27/12/2012,U.K. pound,0.111
28/12/2012,U.K. pound,0.111
02/01/2013,U.K. pound,0.111
03/01/2013,U.K. pound,0.111
04/01/2013,U.K. pound,0.111
07/01/2013,U.K. pound,0.111
08/01/2013,U.K. pound,0.111
09/01/2013,U.K. pound,0.111
10/01/2013,U.K. pound,0.111
11/01/2013,U.K. pound,0.111
14/01/2013,U.K. pound,0.111
15/01/2013,U.K. pound,0.111
16/01/2013,U.K. pound,0.111
17/01/2013,U.K. pound,0.111
18/01/2013,U.K. pound,0.111
22/01/2013,U.K. pound,0.111
23/01/2013,U.K. pound,0.111
24/01/2013,U.K. pound,0.111
25/01/2013,U.K. pound,0.111
28/01/2013,U.K. pound,0.111
29/01/2013,U.K. pound,0.111
30/01/2013,U.K. pound,0.111
31/01/2013,U.K. pound,0.111
01/02/2013,U.K. pound,0.111
04/02/2013,U.K. pound,0.111
05/02/2013,U.K. pound,0.111
06/02/2013,U.K. pound,0.111
07/02/2013,U.K. pound,0.111
08/02/2013,U.K. pound,0.111
11/02/2013,U.K. pound,0.111
12/02/2013,U.K. pound,0.111
13/02/2013,U.K. pound,0.111
14/02/2013,U.K. pound,0.111
15/02/2013,U.K. pound,0.111
19/02/2013,U.K. pound,0.111
20/02/2013,U.K. pound,0.111
21/02/2013,U.K. pound,0.111
22/02/2013,U.K. pound,0.111
25/02/2013,U.K. pound,0.111
26/02/2013,U.K. pound,0.111
27/02/2013,U.K. pound,0.111
28/02/2013,U.K. pound,0.111
01/03/2013,U.K. pound,0.111
04/03/2013,U.K. pound,0.111
05/03/2013,U.K. pound,0.111
06/03/2013,U.K. pound,0.111
07/03/2013,U.K. pound,0.111
08/03/2013,U.K. pound,0.111
11/03/2013,U.K. pound,0.111
12/03/2013,U.K. pound,0.111
13/03/2013,U.K. pound,0.111
14/03/2013,U.K. pound,0.111
15/03/2013,U.K. pound,0.111
18/03/2013,U.K. pound,0.111
19/03/2013,U.K. pound,0.111
20/03/2013,U.K. pound,0.111
21/03/2013,U.K. pound,0.111
22/03/2013,U.K. pound,0.111
25/03/2013,U.K. pound,0.111
26/03/2013,U.K. pound,0.111
27/03/2013,U.K. pound,0.111
28/03/2013,U.K. pound,0.111
29/03/2013,U.K. pound,0.111
01/04/2013,U.K. pound,0.111
02/04/2013,U.K. pound,0.111
03/04/2013,U.K. pound,0.111
04/04/2013,U.K. pound,0.111
05/04/2013,U.K. pound,0.111
08/04/2013,U.K. pound,0.111
09/04/2013,U.K. pound,0.111
10/04/2013,U.K. pound,0.111
11/04/2013,U.K. pound,0.111
12/04/2013,U.K. pound,0.111
15/04/2013,U.K. pound,0.111
16/04/2013,U.K. pound,0.111
17/04/2013,U.K. pound,0.111
18/04/2013,U.K. pound,0.111
19/04/2013,U.K. pound,0.111
22/04/2013,U.K. pound,0.111
23/04/2013,U.K. pound,0.111
24/04/2013,U.K. pound,0.111
25/04/2013,U.K. pound,0.111
26/04/2013,U.K. pound,0.111
29/04/2013,U.K. pound,0.111
30/04/2013,U.K. pound,0.111
01/05/2013,U.K. pound,0.111
02/05/2013,U.K. pound,0.111
03/05/2013,U.K. pound,0.111
06/05/2013,U.K. pound,0.111
07/05/2013,U.K. pound,0.111
08/05/2013,U.K. pound,0.111
09/05/2013,U.K. pound,0.111
10/05/2013,U.K. pound,0.111
13/05/2013,U.K. pound,0.111
14/05/2013,U.K. pound,0.111
15/05/2013,U.K. pound,0.111
16/05/2013,U.K. pound,0.111
17/05/2013,U.K. pound,0.111
20/05/2013,U.K. pound,0.111
21/05/2013,U.K. pound,0.111
22/05/2013,U.K. pound,0.111
23/05/2013,U.K. pound,0.111
24/05/2013,U.K. pound,0.111
28/05/2013,U.K. pound,0.111
29/05/2013,U.K. pound,0.111
30/05/2013,U.K. pound,0.111
31/05/2013,U.K. pound,0.111
03/06/2013,U.K. pound,0.111
04/06/2013,U.K. pound,0.111
05/06/2013,U.K. pound,0.111
06/06/2013,U.K. pound,0.111
07/06/2013,U.K. pound,0.111
10/06/2013,U.K. pound,0.111
11/06/2013,U.K. pound,0.111
12/06/2013,U.K. pound,0.111
13/06/2013,U.K. pound,0.111
14/06/2013,U.K. pound,0.111
17/06/2013,U.K. pound,0.111
18/06/2013,U.K. pound,0.111
19/06/2013,U.K. pound,0.111
20/06/2013,U.K. pound,0.111
21/06/2013,U.K. pound,0.111
24/06/2013,U.K. pound,0.111
25/06/2013,U.K. pound,0.111
26/06/2013,U.K. pound,0.111
27/06/2013,U.K. pound,0.111
28/06/2013,U.K. pound,0.111
01/07/2013,U.K. pound,0.111
02/07/2013,U.K. pound,0.111
03/07/2013,U.K. pound,0.111
08/07/2013,U.K. pound,0.111
09/07/2013,U.K. pound,0.111
10/07/2013,U.K. pound,0.111
11/07/2013,U.K. pound,0.111
12/07/2013,U.K. pound,0.111
15/07/2013,U.K. pound,0.111
16/07/2013,U.K. pound,0.111
17/07/2013,U.K. pound,0.111
18/07/2013,U.K. pound,0.111
19/07/2013,U.K. pound,0.111
22/07/2013,U.K. pound,0.111
23/07/2013,U.K. pound,0.111
24/07/2013,U.K. pound,0.111
25/07/2013,U.K. pound,0.111
26/07/2013,U.K. pound,0.111
29/07/2013,U.K. pound,0.111
30/07/2013,U.K. pound,0.111
31/07/2013,U.K. pound,0.111
01/08/2013,U.K. pound,0.111
02/08/2013,U.K. pound,0.111
05/08/2013,U.K. pound,0.111
06/08/2013,U.K. pound,0.111
07/08/2013,U.K. pound,0.111
08/08/2013,U.K. pound,0.111
09/08/2013,U.K. pound,0.111
12/08/2013,U.K. pound,0.111
13/08/2013,U.K. pound,0.111
14/08/2013,U.K. pound,0.111
15/08/2013,U.K. pound,0.111
16/08/2013,U.K. pound,0.111
19/08/2013,U.K. pound,0.111
20/08/2013,U.K. pound,0.111
21/08/2013,U.K. pound,0.111
22/08/2013,U.K. pound,0.111
23/08/2013,U.K. pound,0.111
26/08/2013,U.K. pound,0.111
27/08/2013,U.K. pound,0.111
28/08/2013,U.K. pound,0.111
29/08/2013,U.K. pound,0.111
30/08/2013,U.K. pound,0.111
03/09/2013,U.K. pound,0.111
04/09/2013,U.K. pound,0.111
05/09/2013,U.K. pound,0.111
06/09/2013,U.K. pound,0.111
09/09/2013,U.K. pound,0.111
10/09/2013,U.K. pound,0.111
11/09/2013,U.K. pound,0.111
12/09/2013,U.K. pound,0.111
13/09/2013,U.K. pound,0.111
16/09/2013,U.K. pound,0.111
17/09/2013,U.K. pound,0.111
18/09/2013,U.K. pound,0.111
19/09/2013,U.K. pound,0.111
20/09/2013,U.K. pound,0.111
23/09/2013,U.K. pound,0.111
24/09/2013,U.K. pound,0.111
25/09/2013,U.K. pound,0.111
26/09/2013,U.K. pound,0.111
27/09/2013,U.K. pound,0.111
30/09/2013,U.K. pound,0.111
01/10/2013,U.K. pound,0.111
02/10/2013,U.K. pound,0.111
03/10/2013,U.K. pound,0.111
04/10/2013,U.K. pound,0.111
07/10/2013,U.K. pound,0.111
08/10/2013,U.K. pound,0.111
09/10/2013,U.K. pound,0.111
10/10/2013,U.K. pound,0.111
11/10/2013,U.K. pound,0.111
15/10/2013,U.K. pound,0.111
16/10/2013,U.K. pound,0.111
17/10/2013,U.K. pound,0.111
18/10/2013,U.K. pound,0.111
21/10/2013,U.K. pound,0.111
22/10/2013,U.K. pound,0.111
23/10/2013,U.K. pound,0.111
24/10/2013,U.K. pound,0.111
25/10/2013,U.K. pound,0.111
28/10/2013,U.K. pound,0.111
29/10/2013,U.K. pound,0.111
30/10/2013,U.K. pound,0.111
31/10/2013,U.K. pound,0.111
01/11/2013,U.K. pound,0.111
04/11/2013,U.K. pound,0.111
05/11/2013,U.K. pound,0.111
06/11/2013,U.K. pound,0.111
07/11/2013,U.K. pound,0.111
08/11/2013,U.K. pound,0.111
11/11/2013,U.K. pound,0.111
12/11/2013,U.K. pound,0.111
13/11/2013,U.K. pound,0.111
14/11/2013,U.K. pound,0.111
15/11/2013,U.K. pound,0.111
18/11/2013,U.K. pound,0.111
19/11/2013,U.K. pound,0.111
20/11/2013,U.K. pound,0.111
21/11/2013,U.K. pound,0.111
22/11/2013,U.K. pound,0.111
25/11/2013,U.K. pound,0.111
26/11/2013,U.K. pound,0.111
27/11/2013,U.K. pound,0.111
02/12/2013,U.K. pound,0.111
03/12/2013,U.K. pound,0.111
04/12/2013,U.K. pound,0.111
05/12/2013,U.K. pound,0.111
06/12/2013,U.K. pound,0.111
09/12/2013,U.K. pound,0.111
10/12/2013,U.K. pound,0.111
11/12/2013,U.K. pound,0.111
12/12/2013,U.K. pound,0.111
13/12/2013,U.K. pound,0.111
16/12/2013,U.K. pound,0.111
17/12/2013,U.K. pound,0.111
18/12/2013,U.K. pound,0.111
19/12/2013,U.K. pound,0.111
20/12/2013,U.K. pound,0.111
23/12/2013,U.K. pound,0.111
24/12/2013,U.K. pound,0.111
26/12/2013,U.K. pound,0.111
27/12/2013,U.K. pound,0.111
30/12/2013,U.K. pound,0.111
02/01/2014,U.K. pound,0.111
03/01/2014,U.K. pound,0.111
06/01/2014,U.K. pound,0.111
07/01/2014,U.K. pound,0.111
08/01/2014,U.K. pound,0.111
09/01/2014,U.K. pound,0.111
10/01/2014,U.K. pound,0.111
13/01/2014,U.K. pound,0.111
14/01/2014,U.K. pound,0.111
15/01/2014,U.K. pound,0.111
16/01/2014,U.K. pound,0.111
17/01/2014,U.K. pound,0.111
21/01/2014,U.K. pound,0.111
22/01/2014,U.K. pound,0.111
23/01/2014,U.K. pound,0.111
24/01/2014,U.K. pound,0.111
27/01/2014,U.K. pound,0.111
28/01/2014,U.K. pound,0.111
29/01/2014,U.K. pound,0.111
30/01/2014,U.K. pound,0.111
31/01/2014,U.K. pound,0.111
03/02/2014,U.K. pound,0.111
04/02/2014,U.K. pound,0.111
05/02/2014,U.K. pound,0.111
06/02/2014,U.K. pound,0.111
07/02/2014,U.K. pound,0.111
10/02/2014,U.K. pound,0.111
11/02/2014,U.K. pound,0.111
12/02/2014,U.K. pound,0.111
13/02/2014,U.K. pound,0.111
14/02/2014,U.K. pound,0.111
18/02/2014,U.K. pound,0.111
19/02/2014,U.K. pound,0.111
20/02/2014,U.K. pound,0.111
21/02/2014,U.K. pound,0.111
24/02/2014,U.K. pound,0.111
25/02/2014,U.K. pound,0.111
26/02/2014,U.K. pound,0.111
27/02/2014,U.K. pound,0.111
28/02/2014,U.K. pound,0.111
03/03/2014,U.K. pound,0.111
04/03/2014,U.K. pound,0.111
05/03/2014,U.K. pound,0.111
06/03/2014,U.K. pound,0.111
07/03/2014,U.K. pound,0.111
10/03/2014,U.K. pound,0.111
11/03/2014,U.K. pound,0.111
12/03/2014,U.K. pound,0.111
13/03/2014,U.K. pound,0.111
14/03/2014,U.K. pound,0.111
17/03/2014,U.K. pound,0.111
18/03/2014,U.K. pound,0.111
19/03/2014,U.K. pound,0.111
20/03/2014,U.K. pound,0.111
21/03/2014,U.K. pound,0.111
24/03/2014,U.K. pound,0.111
25/03/2014,U.K. pound,0.111
26/03/2014,U.K. pound,0.111
27/03/2014,U.K. pound,0.111
28/03/2014,U.K. pound,0.111
31/03/2014,U.K. pound,0.111
01/04/2014,U.K. pound,0.111
02/04/2014,U.K. pound,0.111
03/04/2014,U.K. pound,0.111
04/04/2014,U.K. pound,0.111
07/04/2014,U.K. pound,0.111
08/04/2014,U.K. pound,0.111
09/04/2014,U.K. pound,0.111
10/04/2014,U.K. pound,0.111
11/04/2014,U.K. pound,0.111
14/04/2014,U.K. pound,0.111
15/04/2014,U.K. pound,0.111
16/04/2014,U.K. pound,0.111
17/04/2014,U.K. pound,0.111
18/04/2014,U.K. pound,0.111
21/04/2014,U.K. pound,0.111
22/04/2014,U.K. pound,0.111
23/04/2014,U.K. pound,0.111
24/04/2014,U.K. pound,0.111
25/04/2014,U.K. pound,0.111
28/04/2014,U.K. pound,0.111
29/04/2014,U.K. pound,0.111
30/04/2014,U.K. pound,0.111
01/05/2014,U.K. pound,0.111
02/05/2014,U.K. pound,0.111
05/05/2014,U.K. pound,0.111
06/05/2014,U.K. pound,0.111
07/05/2014,U.K. pound,0.111
08/05/2014,U.K. pound,0.111
09/05/2014,U.K. pound,0.111
12/05/2014,U.K. pound,0.111
13/05/2014,U.K. pound,0.111
14/05/2014,U.K. pound,0.111
15/05/2014,U.K. pound,0.111
16/05/2014,U.K. pound,0.111
19/05/2014,U.K. pound,0.111
20/05/2014,U.K. pound,0.111
21/05/2014,U.K. pound,0.111
22/05/2014,U.K. pound,0.111
23/05/2014,U.K. pound,0.111
27/05/2014,U.K. pound,0.111
28/05/2014,U.K. pound,0.111
29/05/2014,U.K. pound,0.111
30/05/2014,U.K. pound,0.111
02/06/2014,U.K. pound,0.111
03/06/2014,U.K. pound,0.111
04/06/2014,U.K. pound,0.111
05/06/2014,U.K. pound,0.111
06/06/2014,U.K. pound,0.111
09/06/2014,U.K. pound,0.111
10/06/2014,U.K. pound,0.111
11/06/2014,U.K. pound,0.111
12/06/2014,U.K. pound,0.111
13/06/2014,U.K. pound,0.111
16/06/2014,U.K. pound,0.111
17/06/2014,U.K. pound,0.111
18/06/2014,U.K. pound,0.111
19/06/2014,U.K. pound,0.111
20/06/2014,U.K. pound,0.111
23/06/2014,U.K. pound,0.111
24/06/2014,U.K. pound,0.111
25/06/2014,U.K. pound,0.111
26/06/2014,U.K. pound,0.111
27/06/2014,U.K. pound,0.111
30/06/2014,U.K. pound,0.111
01/07/2014,U.K. pound,0.111
02/07/2014,U.K. pound,0.111
03/07/2014,U.K. pound,0.111
07/07/2014,U.K. pound,0.111
08/07/2014,U.K. pound,0.111
09/07/2014,U.K. pound,0.111
10/07/2014,U.K. pound,0.111
11/07/2014,U.K. pound,0.111
14/07/2014,U.K. pound,0.111
15/07/2014,U.K. pound,0.111
16/07/2014,U.K. pound,0.111
17/07/2014,U.K. pound,0.111
18/07/2014,U.K. pound,0.111
21/07/2014,U.K. pound,0.111
22/07/2014,U.K. pound,0.111
23/07/2014,U.K. pound,0.111
24/07/2014,U.K. pound,0.111
25/07/2014,U.K. pound,0.111
28/07/2014,U.K. pound,0.111
29/07/2014,U.K. pound,0.111
30/07/2014,U.K. pound,0.111
31/07/2014,U.K. pound,0.111
01/08/2014,U.K. pound,0.111
04/08/2014,U.K. pound,0.111
05/08/2014,U.K. pound,0.111
06/08/2014,U.K. pound,0.111
07/08/2014,U.K. pound,0.111
08/08/2014,U.K. pound,0.111
11/08/2014,U.K. pound,0.111
12/08/2014,U.K. pound,0.111
13/08/2014,U.K. pound,0.111
14/08/2014,U.K. pound,0.111
15/08/2014,U.K. pound,0.111
18/08/2014,U.K. pound,0.111
19/08/2014,U.K. pound,0.111
20/08/2014,U.K. pound,0.111
21/08/2014,U.K. pound,0.111
22/08/2014,U.K. pound,0.111
25/08/2014,U.K. pound,0.111
26/08/2014,U.K. pound,0.111
27/08/2014,U.K. pound,0.111
28/08/2014,U.K. pound,0.111
29/08/2014,U.K. pound,0.111
02/09/2014,U.K. pound,0.111
03/09/2014,U.K. pound,0.111
04/09/2014,U.K. pound,0.111
05/09/2014,U.K. pound,0.111
08/09/2014,U.K. pound,0.111
09/09/2014,U.K. pound,0.111
10/09/2014,U.K. pound,0.111
11/09/2014,U.K. pound,0.111
12/09/2014,U.K. pound,0.111
15/09/2014,U.K. pound,0.111
16/09/2014,U.K. pound,0.111
17/09/2014,U.K. pound,0.111
18/09/2014,U.K. pound,0.111
19/09/2014,U.K. pound,0.111
22/09/2014,U.K. pound,0.111
23/09/2014,U.K. pound,0.111
24/09/2014,U.K. pound,0.111
25/09/2014,U.K. pound,0.111
26/09/2014,U.K. pound,0.111
29/09/2014,U.K. pound,0.111
30/09/2014,U.K. pound,0.111
01/10/2014,U.K. pound,0.111
02/10/2014,U.K. pound,0.111
03/10/2014,U.K. pound,0.111
06/10/2014,U.K. pound,0.111
07/10/2014,U.K. pound,0.111
08/10/2014,U.K. pound,0.111
09/10/2014,U.K. pound,0.111
10/10/2014,U.K. pound,0.111
14/10/2014,U.K. pound,0.111
15/10/2014,U.K. pound,0.111
16/10/2014,U.K. pound,0.111
17/10/2014,U.K. pound,0.111
20/10/2014,U.K. pound,0.111
21/10/2014,U.K. pound,0.111
22/10/2014,U.K. pound,0.111
23/10/2014,U.K. pound,0.111
24/10/2014,U.K. pound,0.111
27/10/2014,U.K. pound,0.111
28/10/2014,U.K. pound,0.111
29/10/2014,U.K. pound,0.111
30/10/2014,U.K. pound,0.111
31/10/2014,U.K. pound,0.111
03/11/2014,U.K. pound,0.111
04/11/2014,U.K. pound,0.111
05/11/2014,U.K. pound,0.111
06/11/2014,U.K. pound,0.111
07/11/2014,U.K. pound,0.111
10/11/2014,U.K. pound,0.111
11/11/2014,U.K. pound,0.111
12/11/2014,U.K. pound,0.111
13/11/2014,U.K. pound,0.111
14/11/2014,U.K. pound,0.111
17/11/2014,U.K. pound,0.111
18/11/2014,U.K. pound,0.111
19/11/2014,U.K. pound,0.111
20/11/2014,U.K. pound,0.111
21/11/2014,U.K. pound,0.111
24/11/2014,U.K. pound,0.111
25/11/2014,U.K. pound,0.111
26/11/2014,U.K. pound,0.111
01/12/2014,U.K. pound,0.111
02/12/2014,U.K. pound,0.111
03/12/2014,U.K. pound,0.111
04/12/2014,U.K. pound,0.111
05/12/2014,U.K. pound,0.111
08/12/2014,U.K. pound,0.111
09/12/2014,U.K. pound,0.111
10/12/2014,U.K. pound,0.111
11/12/2014,U.K. pound,0.111
12/12/2014,U.K. pound,0.111
15/12/2014,U.K. pound,0.111
16/12/2014,U.K. pound,0.111
17/12/2014,U.K. pound,0.111
18/12/2014,U.K. pound,0.111
19/12/2014,U.K. pound,0.111
22/12/2014,U.K. pound,0.111
23/12/2014,U.K. pound,0.111
24/12/2014,U.K. pound,0.111
29/12/2014,U.K. pound,0.111
30/12/2014,U.K. pound,0.111
31/12/2014,U.K. pound,0.111
05/01/2015,U.K. pound,0.111
06/01/2015,U.K. pound,0.111
07/01/2015,U.K. pound,0.111
08/01/2015,U.K. pound,0.111
09/01/2015,U.K. pound,0.111
12/01/2015,U.K. pound,0.111
13/01/2015,U.K. pound,0.111
14/01/2015,U.K. pound,0.111
15/01/2015,U.K. pound,0.111
16/01/2015,U.K. pound,0.111
20/01/2015,U.K. pound,0.111
21/01/2015,U.K. pound,0.111
22/01/2015,U.K. pound,0.111
23/01/2015,U.K. pound,0.111
26/01/2015,U.K. pound,0.111
27/01/2015,U.K. pound,0.111
28/01/2015,U.K. pound,0.111
29/01/2015,U.K. pound,0.111
30/01/2015,U.K. pound,0.111
02/02/2015,U.K. pound,0.111
03/02/2015,U.K. pound,0.111
