country,date,value
CANADA,01/07/1974,96.2
CANADA,01/10/1974,96.6
CANADA,01/01/1975,97.2
CANADA,01/04/1975,98.5
CANADA,01/07/1975,99
CANADA,01/10/1975,99.5
CANADA,01/01/1976,99.4
CANADA,01/04/1976,99.3
CANADA,01/07/1976,99.6
CANADA,01/10/1976,100.5
CANADA,01/01/1977,102
CANADA,01/04/1977,104
CANADA,01/07/1977,105.3
CANADA,01/10/1977,106.1
CANADA,01/01/1978,107.2
CANADA,01/04/1978,108.2
CANADA,01/07/1978,109.3
CANADA,01/10/1978,110.5
CANADA,01/01/1979,112
CANADA,01/04/1979,113.4
CANADA,01/07/1979,114.4
CANADA,01/10/1979,114.7
CANADA,01/01/1980,115.1
CANADA,01/04/1980,116.2
CANADA,01/07/1980,116.5
CANADA,01/10/1980,117.4
CANADA,01/01/1981,118.1
CANADA,01/04/1981,119.9
CANADA,01/07/1981,121.1
CANADA,01/10/1981,120
CANADA,01/01/1982,120
CANADA,01/04/1982,119.7
CANADA,01/07/1982,118.7
CANADA,01/10/1982,116.7
CANADA,01/01/1983,115.2
CANADA,01/04/1983,113.3
CANADA,01/07/1983,111.3
CANADA,01/10/1983,109.2
CANADA,01/01/1984,108.6
CANADA,01/04/1984,107.8
CANADA,01/07/1984,106.9
CANADA,01/10/1984,106.1
CANADA,01/01/1985,106.5
CANADA,01/04/1985,106.2
CANADA,01/07/1985,107.6
CANADA,01/10/1985,107.8
CANADA,01/01/1986,108.3
CANADA,01/04/1986,109.8
CANADA,01/07/1986,110.6
CANADA,01/10/1986,111.8
CANADA,01/01/1987,112.1
CANADA,01/04/1987,114.1
CANADA,01/07/1987,114.5
CANADA,01/10/1987,115.3
CANADA,01/01/1988,116.7
CANADA,01/04/1988,118
CANADA,01/07/1988,120
CANADA,01/10/1988,121.3
CANADA,01/01/1989,122.6
CANADA,01/04/1989,124.3
CANADA,01/07/1989,126.3
CANADA,01/10/1989,128.7
CANADA,01/01/1990,130.8
CANADA,01/04/1990,132.2
CANADA,01/07/1990,133.7
CANADA,01/10/1990,134.8
CANADA,01/01/1991,136.7
CANADA,01/04/1991,138.1
CANADA,01/07/1991,139.3
CANADA,01/10/1991,141.1
CANADA,01/01/1992,141.2
CANADA,01/04/1992,142.6
CANADA,01/07/1992,142.9
CANADA,01/10/1992,142.7
CANADA,01/01/1993,144.2
CANADA,01/04/1993,144.1
CANADA,01/07/1993,145.3
CANADA,01/10/1993,144.8
CANADA,01/01/1994,144.8
CANADA,01/04/1994,144.1
CANADA,01/07/1994,142.9
CANADA,01/10/1994,142.3
CANADA,01/01/1995,143
CANADA,01/04/1995,141.8
CANADA,01/07/1995,141.9
CANADA,01/10/1995,141.9
CANADA,01/01/1996,142
CANADA,01/04/1996,142.1
CANADA,01/07/1996,142.2
CANADA,01/10/1996,142
CANADA,01/01/1997,144.2
CANADA,01/04/1997,144.7
CANADA,01/07/1997,145.1
CANADA,01/10/1997,145.1
CANADA,01/01/1998,146.5
CANADA,01/04/1998,148.7
CANADA,01/07/1998,150.8
CANADA,01/10/1998,151.3
CANADA,01/01/1999,149.9
CANADA,01/04/1999,148.8
CANADA,01/07/1999,147.2
CANADA,01/10/1999,144.6
CANADA,01/01/2000,147.1
CANADA,01/04/2000,146.2
CANADA,01/07/2000,145.6
CANADA,01/10/2000,143.9
CANADA,01/01/2001,146.7
CANADA,01/04/2001,146.7
CANADA,01/07/2001,149.6
CANADA,01/10/2001,150.6
CANADA,01/01/2002,153.9
CANADA,01/04/2002,155
CANADA,01/07/2002,155.8
CANADA,01/10/2002,154.8
CANADA,01/01/2003,151.9
CANADA,01/04/2003,152.1
CANADA,01/07/2003,151.6
CANADA,01/10/2003,151.4
CANADA,01/01/2004,154.8
CANADA,01/04/2004,154.5
CANADA,01/07/2004,153.7
CANADA,01/10/2004,153.7
CANADA,01/01/2005,151.1
CANADA,01/04/2005,152.8
CANADA,01/07/2005,151.9
CANADA,01/10/2005,149.7
CANADA,01/01/2006,149.9
CANADA,01/04/2006,149.8
CANADA,01/07/2006,152
CANADA,01/10/2006,154.2
CANADA,01/01/2007,159.4
CANADA,01/04/2007,159.6
CANADA,01/07/2007,161.2
CANADA,01/10/2007,161.8
CANADA,01/01/2008,164.9
CANADA,01/04/2008,164.2
CANADA,01/07/2008,164.5
CANADA,01/10/2008,167.7
CANADA,01/01/2009,171.2
CANADA,01/04/2009,176.9
CANADA,01/07/2009,182
CANADA,01/10/2009,183.4
CANADA,01/01/2010,182.1
CANADA,01/04/2010,182.3
CANADA,01/07/2010,181.1
CANADA,01/10/2010,180.2
CANADA,01/01/2011,180.4
CANADA,01/04/2011,180.3
CANADA,01/07/2011,181.6
CANADA,01/10/2011,179.4
CANADA,01/01/2012,180.4
CANADA,01/04/2012,182.1
CANADA,01/07/2012,184.1
CANADA,01/10/2012,185.1
CANADA,01/01/2013,187.5
CANADA,01/04/2013,189.7
CANADA,01/07/2013,190.5
CANADA,01/10/2013,190.7
CANADA,01/01/2014,192.3
CANADA,01/04/2014,192.5
CANADA,01/07/2014,194.3
CANADA,01/10/2014,194.3
CANADA,01/01/2015,200.5
CANADA,01/04/2015,202.7
CANADA,01/07/2015,206.7
CANADA,01/10/2015,209.4
CANADA,01/01/2016,208.5
CANADA,01/04/2016,212.2
CANADA,01/07/2016,214.6
CANADA,01/10/2016,213.9
CANADA,01/01/2017,214.5
CANADA,01/04/2017,214.3
CANADA,01/07/2017,213.8
CANADA,01/10/2017,213.7
CANADA,01/01/2018,213.9
CANADA,01/04/2018,216
CANADA,01/07/2018,215.2
CANADA,01/10/2018,216.2
CANADA,01/01/2019,216.6
CANADA,01/04/2019,218.7
CANADA,01/07/2019,220.9
CANADA,01/10/2019,219.9
CANADA,01/01/2020,224
CANADA,01/04/2020,235.5
CANADA,01/07/2020,240.5
CANADA,01/10/2020,244.5
CANADA,01/01/2021,241.4
CANADA,01/04/2021,234.9
CANADA,01/07/2021,232.9
CANADA,01/10/2021,230.5
CANADA,01/01/2022,225
