SDR_Valuations,Currency,US_Dollar equivalent
20/11/1989,U.K. pound,0.1392
21/11/1989,U.K. pound,0.1403
22/11/1989,U.K. pound,0.1404
23/11/1989,U.K. pound,0.1396
24/11/1989,U.K. pound,0.1399
27/11/1989,U.K. pound,0.1390
28/11/1989,U.K. pound,0.1396
29/11/1989,U.K. pound,0.1396
30/11/1989,U.K. pound,0.1400
01/12/1989,U.K. pound,0.1399
04/12/1989,U.K. pound,0.1400
05/12/1989,U.K. pound,0.1397
06/12/1989,U.K. pound,0.1404
07/12/1989,U.K. pound,0.1408
08/12/1989,U.K. pound,0.1409
11/12/1989,U.K. pound,0.1414
12/12/1989,U.K. pound,0.1432
13/12/1989,U.K. pound,0.1434
14/12/1989,U.K. pound,0.1429
15/12/1989,U.K. pound,0.1431
18/12/1989,U.K. pound,0.1430
19/12/1989,U.K. pound,0.1432
20/12/1989,U.K. pound,0.1429
21/12/1989,U.K. pound,0.1437
22/12/1989,U.K. pound,0.1445
26/12/1989,U.K. pound,0.1452
27/12/1989,U.K. pound,0.1455
28/12/1989,U.K. pound,0.1450
29/12/1989,U.K. pound,0.1434
02/01/1990,U.K. pound,0.1449
03/01/1990,U.K. pound,0.1440
04/01/1990,U.K. pound,0.1444
05/01/1990,U.K. pound,0.1458
08/01/1990,U.K. pound,0.1469
09/01/1990,U.K. pound,0.1477
10/01/1990,U.K. pound,0.1484
11/01/1990,U.K. pound,0.1478
12/01/1990,U.K. pound,0.1486
15/01/1990,U.K. pound,0.1493
16/01/1990,U.K. pound,0.1475
17/01/1990,U.K. pound,0.1473
18/01/1990,U.K. pound,0.1469
19/01/1990,U.K. pound,0.1468
22/01/1990,U.K. pound,0.1464
23/01/1990,U.K. pound,0.1469
24/01/1990,U.K. pound,0.1481
25/01/1990,U.K. pound,0.1478
26/01/1990,U.K. pound,0.1487
29/01/1990,U.K. pound,0.1499
30/01/1990,U.K. pound,0.1502
31/01/1990,U.K. pound,0.1503
01/02/1990,U.K. pound,0.1502
02/02/1990,U.K. pound,0.1502
05/02/1990,U.K. pound,0.1510
06/02/1990,U.K. pound,0.1523
07/02/1990,U.K. pound,0.1524
08/02/1990,U.K. pound,0.1510
09/02/1990,U.K. pound,0.1510
12/02/1990,U.K. pound,0.1514
13/02/1990,U.K. pound,0.1504
14/02/1990,U.K. pound,0.1512
15/02/1990,U.K. pound,0.1513
16/02/1990,U.K. pound,0.1506
19/02/1990,U.K. pound,0.1520
20/02/1990,U.K. pound,0.1525
21/02/1990,U.K. pound,0.1532
22/02/1990,U.K. pound,0.1529
23/02/1990,U.K. pound,0.1526
26/02/1990,U.K. pound,0.1517
27/02/1990,U.K. pound,0.1507
28/02/1990,U.K. pound,0.1504
01/03/1990,U.K. pound,0.1491
02/03/1990,U.K. pound,0.1485
05/03/1990,U.K. pound,0.1471
06/03/1990,U.K. pound,0.1476
07/03/1990,U.K. pound,0.1465
08/03/1990,U.K. pound,0.1472
09/03/1990,U.K. pound,0.1451
12/03/1990,U.K. pound,0.1438
13/03/1990,U.K. pound,0.1429
14/03/1990,U.K. pound,0.1434
15/03/1990,U.K. pound,0.1436
16/03/1990,U.K. pound,0.1449
19/03/1990,U.K. pound,0.1444
20/03/1990,U.K. pound,0.1447
21/03/1990,U.K. pound,0.1424
22/03/1990,U.K. pound,0.1425
23/03/1990,U.K. pound,0.1433
26/03/1990,U.K. pound,0.1441
27/03/1990,U.K. pound,0.1442
28/03/1990,U.K. pound,0.1452
29/03/1990,U.K. pound,0.1457
30/03/1990,U.K. pound,0.1467
02/04/1990,U.K. pound,0.1453
03/04/1990,U.K. pound,0.1458
04/04/1990,U.K. pound,0.1466
05/04/1990,U.K. pound,0.1469
06/04/1990,U.K. pound,0.1463
09/04/1990,U.K. pound,0.1465
10/04/1990,U.K. pound,0.1459
11/04/1990,U.K. pound,0.1466
12/04/1990,U.K. pound,0.1468
13/04/1990,U.K. pound,0.1464
16/04/1990,U.K. pound,0.1457
17/04/1990,U.K. pound,0.1454
18/04/1990,U.K. pound,0.1460
19/04/1990,U.K. pound,0.1471
20/04/1990,U.K. pound,0.1467
23/04/1990,U.K. pound,0.1460
24/04/1990,U.K. pound,0.1459
25/04/1990,U.K. pound,0.1454
26/04/1990,U.K. pound,0.1461
27/04/1990,U.K. pound,0.1457
30/04/1990,U.K. pound,0.1461
01/05/1990,U.K. pound,0.1463
02/05/1990,U.K. pound,0.1463
03/05/1990,U.K. pound,0.1466
04/05/1990,U.K. pound,0.1471
07/05/1990,U.K. pound,0.1490
08/05/1990,U.K. pound,0.1494
09/05/1990,U.K. pound,0.1500
10/05/1990,U.K. pound,0.1495
11/05/1990,U.K. pound,0.1499
14/05/1990,U.K. pound,0.1503
15/05/1990,U.K. pound,0.1506
16/05/1990,U.K. pound,0.1497
17/05/1990,U.K. pound,0.1512
18/05/1990,U.K. pound,0.1511
21/05/1990,U.K. pound,0.1512
22/05/1990,U.K. pound,0.1508
23/05/1990,U.K. pound,0.1515
24/05/1990,U.K. pound,0.1511
25/05/1990,U.K. pound,0.1510
28/05/1990,U.K. pound,0.1512
29/05/1990,U.K. pound,0.1512
30/05/1990,U.K. pound,0.1524
31/05/1990,U.K. pound,0.1502
01/06/1990,U.K. pound,0.1500
04/06/1990,U.K. pound,0.1493
05/06/1990,U.K. pound,0.1499
06/06/1990,U.K. pound,0.1506
07/06/1990,U.K. pound,0.1506
08/06/1990,U.K. pound,0.1505
11/06/1990,U.K. pound,0.1503
12/06/1990,U.K. pound,0.1518
13/06/1990,U.K. pound,0.1523
14/06/1990,U.K. pound,0.1530
15/06/1990,U.K. pound,0.1523
18/06/1990,U.K. pound,0.1524
19/06/1990,U.K. pound,0.1529
20/06/1990,U.K. pound,0.1536
21/06/1990,U.K. pound,0.1538
22/06/1990,U.K. pound,0.1540
25/06/1990,U.K. pound,0.1546
26/06/1990,U.K. pound,0.1549
27/06/1990,U.K. pound,0.1557
28/06/1990,U.K. pound,0.1550
29/06/1990,U.K. pound,0.1555
02/07/1990,U.K. pound,0.1570
03/07/1990,U.K. pound,0.1582
04/07/1990,U.K. pound,0.1597
05/07/1990,U.K. pound,0.1596
06/07/1990,U.K. pound,0.1594
09/07/1990,U.K. pound,0.1615
10/07/1990,U.K. pound,0.1623
11/07/1990,U.K. pound,0.1613
12/07/1990,U.K. pound,0.1592
13/07/1990,U.K. pound,0.1615
16/07/1990,U.K. pound,0.1605
17/07/1990,U.K. pound,0.1615
18/07/1990,U.K. pound,0.1628
19/07/1990,U.K. pound,0.1618
20/07/1990,U.K. pound,0.1621
23/07/1990,U.K. pound,0.1624
24/07/1990,U.K. pound,0.1629
25/07/1990,U.K. pound,0.1615
26/07/1990,U.K. pound,0.1615
27/07/1990,U.K. pound,0.1628
30/07/1990,U.K. pound,0.1646
31/07/1990,U.K. pound,0.1654
01/08/1990,U.K. pound,0.1659
02/08/1990,U.K. pound,0.1637
03/08/1990,U.K. pound,0.1658
06/08/1990,U.K. pound,0.1672
07/08/1990,U.K. pound,0.1679
08/08/1990,U.K. pound,0.1673
09/08/1990,U.K. pound,0.1672
10/08/1990,U.K. pound,0.1669
13/08/1990,U.K. pound,0.1684
14/08/1990,U.K. pound,0.1684
15/08/1990,U.K. pound,0.1700
16/08/1990,U.K. pound,0.1693
17/08/1990,U.K. pound,0.1707
20/08/1990,U.K. pound,0.1713
21/08/1990,U.K. pound,0.1705
22/08/1990,U.K. pound,0.1715
23/08/1990,U.K. pound,0.1747
24/08/1990,U.K. pound,0.1736
27/08/1990,U.K. pound,0.1737
28/08/1990,U.K. pound,0.1740
29/08/1990,U.K. pound,0.1738
30/08/1990,U.K. pound,0.1713
31/08/1990,U.K. pound,0.1697
03/09/1990,U.K. pound,0.1673
04/09/1990,U.K. pound,0.1678
05/09/1990,U.K. pound,0.1693
06/09/1990,U.K. pound,0.1703
07/09/1990,U.K. pound,0.1692
10/09/1990,U.K. pound,0.1667
11/09/1990,U.K. pound,0.1644
12/09/1990,U.K. pound,0.1661
13/09/1990,U.K. pound,0.1662
14/09/1990,U.K. pound,0.1683
17/09/1990,U.K. pound,0.1703
18/09/1990,U.K. pound,0.1708
19/09/1990,U.K. pound,0.1710
20/09/1990,U.K. pound,0.1677
21/09/1990,U.K. pound,0.1644
24/09/1990,U.K. pound,0.1676
25/09/1990,U.K. pound,0.1691
26/09/1990,U.K. pound,0.1663
27/09/1990,U.K. pound,0.1671
28/09/1990,U.K. pound,0.1673
01/10/1990,U.K. pound,0.1691
02/10/1990,U.K. pound,0.1681
03/10/1990,U.K. pound,0.1690
04/10/1990,U.K. pound,0.1698
05/10/1990,U.K. pound,0.1710
08/10/1990,U.K. pound,0.1766
09/10/1990,U.K. pound,0.1759
10/10/1990,U.K. pound,0.1756
11/10/1990,U.K. pound,0.1757
12/10/1990,U.K. pound,0.1763
15/10/1990,U.K. pound,0.1742
16/10/1990,U.K. pound,0.1731
17/10/1990,U.K. pound,0.1761
18/10/1990,U.K. pound,0.1752
19/10/1990,U.K. pound,0.1748
22/10/1990,U.K. pound,0.1747
23/10/1990,U.K. pound,0.1738
24/10/1990,U.K. pound,0.1737
25/10/1990,U.K. pound,0.1749
26/10/1990,U.K. pound,0.1747
29/10/1990,U.K. pound,0.1749
30/10/1990,U.K. pound,0.1742
31/10/1990,U.K. pound,0.1737
01/11/1990,U.K. pound,0.1726
02/11/1990,U.K. pound,0.1743
05/11/1990,U.K. pound,0.1756
06/11/1990,U.K. pound,0.1760
07/11/1990,U.K. pound,0.1760
08/11/1990,U.K. pound,0.1750
09/11/1990,U.K. pound,0.1754
12/11/1990,U.K. pound,0.1755
13/11/1990,U.K. pound,0.1755
14/11/1990,U.K. pound,0.1753
15/11/1990,U.K. pound,0.1751
16/11/1990,U.K. pound,0.1748
19/11/1990,U.K. pound,0.1764
20/11/1990,U.K. pound,0.1761
21/11/1990,U.K. pound,0.1759
22/11/1990,U.K. pound,0.1759
23/11/1990,U.K. pound,0.1758
26/11/1990,U.K. pound,0.1757
27/11/1990,U.K. pound,0.1759
28/11/1990,U.K. pound,0.1767
29/11/1990,U.K. pound,0.1756
30/11/1990,U.K. pound,0.1730
03/12/1990,U.K. pound,0.1724
04/12/1990,U.K. pound,0.1721
05/12/1990,U.K. pound,0.1730
06/12/1990,U.K. pound,0.1728
07/12/1990,U.K. pound,0.1735
10/12/1990,U.K. pound,0.1744
11/12/1990,U.K. pound,0.1737
12/12/1990,U.K. pound,0.1739
13/12/1990,U.K. pound,0.1741
14/12/1990,U.K. pound,0.1734
17/12/1990,U.K. pound,0.1726
18/12/1990,U.K. pound,0.1725
19/12/1990,U.K. pound,0.1728
20/12/1990,U.K. pound,0.1718
21/12/1990,U.K. pound,0.1697
24/12/1990,U.K. pound,0.1674
26/12/1990,U.K. pound,0.1684
27/12/1990,U.K. pound,0.1681
28/12/1990,U.K. pound,0.1696
31/12/1990,U.K. pound,0.1722
02/01/1991,U.K. pound,0.1571
03/01/1991,U.K. pound,0.1581
04/01/1991,U.K. pound,0.1581
07/01/1991,U.K. pound,0.1544
08/01/1991,U.K. pound,0.1544
09/01/1991,U.K. pound,0.1552
10/01/1991,U.K. pound,0.1550
11/01/1991,U.K. pound,0.1546
14/01/1991,U.K. pound,0.1541
15/01/1991,U.K. pound,0.1547
16/01/1991,U.K. pound,0.1548
17/01/1991,U.K. pound,0.1562
18/01/1991,U.K. pound,0.1565
21/01/1991,U.K. pound,0.1579
22/01/1991,U.K. pound,0.1589
23/01/1991,U.K. pound,0.1580
24/01/1991,U.K. pound,0.1591
25/01/1991,U.K. pound,0.1594
28/01/1991,U.K. pound,0.1594
29/01/1991,U.K. pound,0.1602
30/01/1991,U.K. pound,0.1590
31/01/1991,U.K. pound,0.1593
01/02/1991,U.K. pound,0.1596
04/02/1991,U.K. pound,0.1607
05/02/1991,U.K. pound,0.1611
06/02/1991,U.K. pound,0.1618
07/02/1991,U.K. pound,0.1619
08/02/1991,U.K. pound,0.1612
11/02/1991,U.K. pound,0.1618
12/02/1991,U.K. pound,0.1618
13/02/1991,U.K. pound,0.1616
14/02/1991,U.K. pound,0.1611
15/02/1991,U.K. pound,0.1604
18/02/1991,U.K. pound,0.1595
19/02/1991,U.K. pound,0.1584
20/02/1991,U.K. pound,0.1586
21/02/1991,U.K. pound,0.1592
22/02/1991,U.K. pound,0.1593
25/02/1991,U.K. pound,0.1570
26/02/1991,U.K. pound,0.1562
27/02/1991,U.K. pound,0.1555
28/02/1991,U.K. pound,0.1558
01/03/1991,U.K. pound,0.1542
04/03/1991,U.K. pound,0.1540
05/03/1991,U.K. pound,0.1548
06/03/1991,U.K. pound,0.1533
07/03/1991,U.K. pound,0.1536
08/03/1991,U.K. pound,0.1527
11/03/1991,U.K. pound,0.1512
12/03/1991,U.K. pound,0.1514
13/03/1991,U.K. pound,0.1509
14/03/1991,U.K. pound,0.1507
15/03/1991,U.K. pound,0.1501
18/03/1991,U.K. pound,0.1470
19/03/1991,U.K. pound,0.1466
20/03/1991,U.K. pound,0.1435
21/03/1991,U.K. pound,0.1458
22/03/1991,U.K. pound,0.1451
25/03/1991,U.K. pound,0.1433
26/03/1991,U.K. pound,0.1418
27/03/1991,U.K. pound,0.1424
28/03/1991,U.K. pound,0.1409
29/03/1991,U.K. pound,0.1420
01/04/1991,U.K. pound,0.1428
02/04/1991,U.K. pound,0.1423
03/04/1991,U.K. pound,0.1443
04/04/1991,U.K. pound,0.1437
05/04/1991,U.K. pound,0.1450
08/04/1991,U.K. pound,0.1431
09/04/1991,U.K. pound,0.1443
10/04/1991,U.K. pound,0.1451
11/04/1991,U.K. pound,0.1444
12/04/1991,U.K. pound,0.1454
15/04/1991,U.K. pound,0.1450
16/04/1991,U.K. pound,0.1457
17/04/1991,U.K. pound,0.1449
18/04/1991,U.K. pound,0.1440
19/04/1991,U.K. pound,0.1417
22/04/1991,U.K. pound,0.1390
23/04/1991,U.K. pound,0.1381
24/04/1991,U.K. pound,0.1389
25/04/1991,U.K. pound,0.1370
26/04/1991,U.K. pound,0.1371
29/04/1991,U.K. pound,0.1360
30/04/1991,U.K. pound,0.1388
01/05/1991,U.K. pound,0.1408
02/05/1991,U.K. pound,0.1393
03/05/1991,U.K. pound,0.1400
06/05/1991,U.K. pound,0.1385
07/05/1991,U.K. pound,0.1392
08/05/1991,U.K. pound,0.1397
09/05/1991,U.K. pound,0.1389
10/05/1991,U.K. pound,0.1391
13/05/1991,U.K. pound,0.1398
14/05/1991,U.K. pound,0.1405
15/05/1991,U.K. pound,0.1416
16/05/1991,U.K. pound,0.1417
17/05/1991,U.K. pound,0.1414
20/05/1991,U.K. pound,0.1382
21/05/1991,U.K. pound,0.1407
22/05/1991,U.K. pound,0.1408
23/05/1991,U.K. pound,0.1398
24/05/1991,U.K. pound,0.1410
28/05/1991,U.K. pound,0.1406
29/05/1991,U.K. pound,0.1416
30/05/1991,U.K. pound,0.1400
31/05/1991,U.K. pound,0.1389
03/06/1991,U.K. pound,0.1373
04/06/1991,U.K. pound,0.1374
05/06/1991,U.K. pound,0.1372
06/06/1991,U.K. pound,0.1372
07/06/1991,U.K. pound,0.1365
10/06/1991,U.K. pound,0.1354
11/06/1991,U.K. pound,0.1350
12/06/1991,U.K. pound,0.1343
13/06/1991,U.K. pound,0.1326
14/06/1991,U.K. pound,0.1323
17/06/1991,U.K. pound,0.1320
18/06/1991,U.K. pound,0.1307
19/06/1991,U.K. pound,0.1310
20/06/1991,U.K. pound,0.1335
21/06/1991,U.K. pound,0.1324
24/06/1991,U.K. pound,0.1321
25/06/1991,U.K. pound,0.1325
26/06/1991,U.K. pound,0.1323
27/06/1991,U.K. pound,0.1327
28/06/1991,U.K. pound,0.1317
01/07/1991,U.K. pound,0.1320
02/07/1991,U.K. pound,0.1306
03/07/1991,U.K. pound,0.1302
04/07/1991,U.K. pound,0.1304
05/07/1991,U.K. pound,0.1303
08/07/1991,U.K. pound,0.1322
09/07/1991,U.K. pound,0.1319
10/07/1991,U.K. pound,0.1312
11/07/1991,U.K. pound,0.1317
12/07/1991,U.K. pound,0.1315
15/07/1991,U.K. pound,0.1335
16/07/1991,U.K. pound,0.1340
17/07/1991,U.K. pound,0.1336
18/07/1991,U.K. pound,0.1355
19/07/1991,U.K. pound,0.1363
22/07/1991,U.K. pound,0.1367
23/07/1991,U.K. pound,0.1359
24/07/1991,U.K. pound,0.1367
25/07/1991,U.K. pound,0.1366
26/07/1991,U.K. pound,0.1367
29/07/1991,U.K. pound,0.1367
30/07/1991,U.K. pound,0.1368
31/07/1991,U.K. pound,0.1368
01/08/1991,U.K. pound,0.1368
02/08/1991,U.K. pound,0.1352
05/08/1991,U.K. pound,0.1375
06/08/1991,U.K. pound,0.1393
07/08/1991,U.K. pound,0.1388
08/08/1991,U.K. pound,0.1393
09/08/1991,U.K. pound,0.1383
12/08/1991,U.K. pound,0.1378
13/08/1991,U.K. pound,0.1377
14/08/1991,U.K. pound,0.1369
15/08/1991,U.K. pound,0.1366
16/08/1991,U.K. pound,0.1358
19/08/1991,U.K. pound,0.1320
20/08/1991,U.K. pound,0.1334
21/08/1991,U.K. pound,0.1343
22/08/1991,U.K. pound,0.1367
23/08/1991,U.K. pound,0.1375
26/08/1991,U.K. pound,0.1364
27/08/1991,U.K. pound,0.1362
28/08/1991,U.K. pound,0.1361
29/08/1991,U.K. pound,0.1373
30/08/1991,U.K. pound,0.1370
02/09/1991,U.K. pound,0.1368
03/09/1991,U.K. pound,0.1373
04/09/1991,U.K. pound,0.1376
05/09/1991,U.K. pound,0.1376
06/09/1991,U.K. pound,0.1376
09/09/1991,U.K. pound,0.1400
10/09/1991,U.K. pound,0.1408
11/09/1991,U.K. pound,0.1401
12/09/1991,U.K. pound,0.1405
13/09/1991,U.K. pound,0.1405
16/09/1991,U.K. pound,0.1405
17/09/1991,U.K. pound,0.1416
18/09/1991,U.K. pound,0.1408
19/09/1991,U.K. pound,0.1404
20/09/1991,U.K. pound,0.1399
23/09/1991,U.K. pound,0.1416
24/09/1991,U.K. pound,0.1409
25/09/1991,U.K. pound,0.1410
26/09/1991,U.K. pound,0.1408
27/09/1991,U.K. pound,0.1405
30/09/1991,U.K. pound,0.1423
01/10/1991,U.K. pound,0.1419
02/10/1991,U.K. pound,0.1423
03/10/1991,U.K. pound,0.1424
04/10/1991,U.K. pound,0.1423
07/10/1991,U.K. pound,0.1411
08/10/1991,U.K. pound,0.1401
09/10/1991,U.K. pound,0.1383
10/10/1991,U.K. pound,0.1398
11/10/1991,U.K. pound,0.1393
14/10/1991,U.K. pound,0.1397
15/10/1991,U.K. pound,0.1387
16/10/1991,U.K. pound,0.1386
17/10/1991,U.K. pound,0.1389
18/10/1991,U.K. pound,0.1394
21/10/1991,U.K. pound,0.1399
22/10/1991,U.K. pound,0.1390
23/10/1991,U.K. pound,0.1386
24/10/1991,U.K. pound,0.1388
25/10/1991,U.K. pound,0.1392
28/10/1991,U.K. pound,0.1383
29/10/1991,U.K. pound,0.1379
30/10/1991,U.K. pound,0.1410
31/10/1991,U.K. pound,0.1414
01/11/1991,U.K. pound,0.1414
04/11/1991,U.K. pound,0.1442
05/11/1991,U.K. pound,0.1437
06/11/1991,U.K. pound,0.1441
07/11/1991,U.K. pound,0.1442
08/11/1991,U.K. pound,0.1430
11/11/1991,U.K. pound,0.1432
12/11/1991,U.K. pound,0.1441
13/11/1991,U.K. pound,0.1438
14/11/1991,U.K. pound,0.1441
15/11/1991,U.K. pound,0.1439
18/11/1991,U.K. pound,0.1459
19/11/1991,U.K. pound,0.1456
20/11/1991,U.K. pound,0.1456
21/11/1991,U.K. pound,0.1456
22/11/1991,U.K. pound,0.1457
25/11/1991,U.K. pound,0.1465
26/11/1991,U.K. pound,0.1455
27/11/1991,U.K. pound,0.1440
28/11/1991,U.K. pound,0.1438
29/11/1991,U.K. pound,0.1429
02/12/1991,U.K. pound,0.1443
03/12/1991,U.K. pound,0.1439
04/12/1991,U.K. pound,0.1444
05/12/1991,U.K. pound,0.1452
06/12/1991,U.K. pound,0.1460
09/12/1991,U.K. pound,0.1468
10/12/1991,U.K. pound,0.1471
11/12/1991,U.K. pound,0.1462
12/12/1991,U.K. pound,0.1471
13/12/1991,U.K. pound,0.1470
16/12/1991,U.K. pound,0.1479
17/12/1991,U.K. pound,0.1481
18/12/1991,U.K. pound,0.1485
19/12/1991,U.K. pound,0.1483
20/12/1991,U.K. pound,0.1492
23/12/1991,U.K. pound,0.1523
24/12/1991,U.K. pound,0.1524
26/12/1991,U.K. pound,0.1534
27/12/1991,U.K. pound,0.1523
30/12/1991,U.K. pound,0.1520
31/12/1991,U.K. pound,0.1519
02/01/1992,U.K. pound,0.1525
03/01/1992,U.K. pound,0.1510
06/01/1992,U.K. pound,0.1518
07/01/1992,U.K. pound,0.1525
08/01/1992,U.K. pound,0.1525
09/01/1992,U.K. pound,0.1511
10/01/1992,U.K. pound,0.1476
13/01/1992,U.K. pound,0.1463
14/01/1992,U.K. pound,0.1467
15/01/1992,U.K. pound,0.1429
16/01/1992,U.K. pound,0.1429
17/01/1992,U.K. pound,0.1427
20/01/1992,U.K. pound,0.1462
21/01/1992,U.K. pound,0.1462
22/01/1992,U.K. pound,0.1468
23/01/1992,U.K. pound,0.1462
24/01/1992,U.K. pound,0.1445
27/01/1992,U.K. pound,0.1450
28/01/1992,U.K. pound,0.1448
29/01/1992,U.K. pound,0.1464
30/01/1992,U.K. pound,0.1456
31/01/1992,U.K. pound,0.1449
03/02/1992,U.K. pound,0.1455
04/02/1992,U.K. pound,0.1459
05/02/1992,U.K. pound,0.1466
06/02/1992,U.K. pound,0.1478
07/02/1992,U.K. pound,0.1476
10/02/1992,U.K. pound,0.1489
11/02/1992,U.K. pound,0.1466
12/02/1992,U.K. pound,0.1455
13/02/1992,U.K. pound,0.1455
14/02/1992,U.K. pound,0.1441
17/02/1992,U.K. pound,0.1440
18/02/1992,U.K. pound,0.1423
19/02/1992,U.K. pound,0.1423
20/02/1992,U.K. pound,0.1416
21/02/1992,U.K. pound,0.1416
24/02/1992,U.K. pound,0.1412
25/02/1992,U.K. pound,0.1417
26/02/1992,U.K. pound,0.1412
27/02/1992,U.K. pound,0.1430
28/02/1992,U.K. pound,0.1429
02/03/1992,U.K. pound,0.1426
03/03/1992,U.K. pound,0.1412
04/03/1992,U.K. pound,0.1407
05/03/1992,U.K. pound,0.1393
06/03/1992,U.K. pound,0.1397
09/03/1992,U.K. pound,0.1398
10/03/1992,U.K. pound,0.1401
11/03/1992,U.K. pound,0.1389
12/03/1992,U.K. pound,0.1392
13/03/1992,U.K. pound,0.1390
16/03/1992,U.K. pound,0.1392
17/03/1992,U.K. pound,0.1402
18/03/1992,U.K. pound,0.1406
19/03/1992,U.K. pound,0.1395
20/03/1992,U.K. pound,0.1388
23/03/1992,U.K. pound,0.1389
24/03/1992,U.K. pound,0.1398
25/03/1992,U.K. pound,0.1403
26/03/1992,U.K. pound,0.1404
27/03/1992,U.K. pound,0.1401
30/03/1992,U.K. pound,0.1409
31/03/1992,U.K. pound,0.1412
01/04/1992,U.K. pound,0.1401
02/04/1992,U.K. pound,0.1402
03/04/1992,U.K. pound,0.1413
06/04/1992,U.K. pound,0.1419
07/04/1992,U.K. pound,0.1417
08/04/1992,U.K. pound,0.1420
09/04/1992,U.K. pound,0.1416
10/04/1992,U.K. pound,0.1439
13/04/1992,U.K. pound,0.1429
14/04/1992,U.K. pound,0.1434
15/04/1992,U.K. pound,0.1433
16/04/1992,U.K. pound,0.1427
17/04/1992,U.K. pound,0.1417
20/04/1992,U.K. pound,0.1415
21/04/1992,U.K. pound,0.1422
22/04/1992,U.K. pound,0.1428
23/04/1992,U.K. pound,0.1430
24/04/1992,U.K. pound,0.1440
27/04/1992,U.K. pound,0.1445
28/04/1992,U.K. pound,0.1438
29/04/1992,U.K. pound,0.1441
30/04/1992,U.K. pound,0.1435
01/05/1992,U.K. pound,0.1443
04/05/1992,U.K. pound,0.1448
05/05/1992,U.K. pound,0.1446
06/05/1992,U.K. pound,0.1452
07/05/1992,U.K. pound,0.1459
08/05/1992,U.K. pound,0.1464
11/05/1992,U.K. pound,0.1455
12/05/1992,U.K. pound,0.1464
13/05/1992,U.K. pound,0.1478
14/05/1992,U.K. pound,0.1480
15/05/1992,U.K. pound,0.1476
18/05/1992,U.K. pound,0.1491
19/05/1992,U.K. pound,0.1494
20/05/1992,U.K. pound,0.1490
21/05/1992,U.K. pound,0.1479
22/05/1992,U.K. pound,0.1473
25/05/1992,U.K. pound,0.1477
26/05/1992,U.K. pound,0.1486
27/05/1992,U.K. pound,0.1464
28/05/1992,U.K. pound,0.1462
29/05/1992,U.K. pound,0.1478
01/06/1992,U.K. pound,0.1487
02/06/1992,U.K. pound,0.1476
03/06/1992,U.K. pound,0.1479
04/06/1992,U.K. pound,0.1476
05/06/1992,U.K. pound,0.1484
08/06/1992,U.K. pound,0.1487
09/06/1992,U.K. pound,0.1492
10/06/1992,U.K. pound,0.1486
11/06/1992,U.K. pound,0.1488
12/06/1992,U.K. pound,0.1504
15/06/1992,U.K. pound,0.1509
16/06/1992,U.K. pound,0.1505
17/06/1992,U.K. pound,0.1511
18/06/1992,U.K. pound,0.1511
19/06/1992,U.K. pound,0.1510
22/06/1992,U.K. pound,0.1511
23/06/1992,U.K. pound,0.1514
24/06/1992,U.K. pound,0.1515
25/06/1992,U.K. pound,0.1533
26/06/1992,U.K. pound,0.1534
29/06/1992,U.K. pound,0.1550
30/06/1992,U.K. pound,0.1541
01/07/1992,U.K. pound,0.1551
02/07/1992,U.K. pound,0.1548
03/07/1992,U.K. pound,0.1555
06/07/1992,U.K. pound,0.1551
07/07/1992,U.K. pound,0.1565
08/07/1992,U.K. pound,0.1575
09/07/1992,U.K. pound,0.1550
10/07/1992,U.K. pound,0.1550
13/07/1992,U.K. pound,0.1562
14/07/1992,U.K. pound,0.1560
15/07/1992,U.K. pound,0.1559
16/07/1992,U.K. pound,0.1561
17/07/1992,U.K. pound,0.1577
20/07/1992,U.K. pound,0.1582
21/07/1992,U.K. pound,0.1538
22/07/1992,U.K. pound,0.1548
23/07/1992,U.K. pound,0.1549
24/07/1992,U.K. pound,0.1556
27/07/1992,U.K. pound,0.1559
28/07/1992,U.K. pound,0.1562
29/07/1992,U.K. pound,0.1567
30/07/1992,U.K. pound,0.1555
31/07/1992,U.K. pound,0.1558
03/08/1992,U.K. pound,0.1561
04/08/1992,U.K. pound,0.1558
05/08/1992,U.K. pound,0.1555
06/08/1992,U.K. pound,0.1545
07/08/1992,U.K. pound,0.1556
10/08/1992,U.K. pound,0.1562
11/08/1992,U.K. pound,0.1571
12/08/1992,U.K. pound,0.1562
13/08/1992,U.K. pound,0.1564
14/08/1992,U.K. pound,0.1567
17/08/1992,U.K. pound,0.1561
18/08/1992,U.K. pound,0.1569
19/08/1992,U.K. pound,0.1566
20/08/1992,U.K. pound,0.1575
21/08/1992,U.K. pound,0.1572
24/08/1992,U.K. pound,0.1601
25/08/1992,U.K. pound,0.1616
26/08/1992,U.K. pound,0.1614
27/08/1992,U.K. pound,0.1604
28/08/1992,U.K. pound,0.1610
31/08/1992,U.K. pound,0.1616
01/09/1992,U.K. pound,0.1620
02/09/1992,U.K. pound,0.1631
03/09/1992,U.K. pound,0.1624
04/09/1992,U.K. pound,0.1599
07/09/1992,U.K. pound,0.1621
08/09/1992,U.K. pound,0.1624
09/09/1992,U.K. pound,0.1613
10/09/1992,U.K. pound,0.1596
11/09/1992,U.K. pound,0.1580
14/09/1992,U.K. pound,0.1544
15/09/1992,U.K. pound,0.1542
16/09/1992,U.K. pound,0.1510
17/09/1992,U.K. pound,0.1438
18/09/1992,U.K. pound,0.1419
21/09/1992,U.K. pound,0.1389
22/09/1992,U.K. pound,0.1399
