SDR_Valuations,Currency,US_Dollar equivalent
02/01/1981,U.K. pound,0.1688
05/01/1981,U.K. pound,0.1705
06/01/1981,U.K. pound,0.1722
07/01/1981,U.K. pound,0.1719
08/01/1981,U.K. pound,0.1706
09/01/1981,U.K. pound,0.1705
12/01/1981,U.K. pound,0.1706
13/01/1981,U.K. pound,0.1695
14/01/1981,U.K. pound,0.1700
15/01/1981,U.K. pound,0.1703
16/01/1981,U.K. pound,0.1704
19/01/1981,U.K. pound,0.1715
20/01/1981,U.K. pound,0.1712
21/01/1981,U.K. pound,0.1722
22/01/1981,U.K. pound,0.1717
23/01/1981,U.K. pound,0.1708
26/01/1981,U.K. pound,0.1707
27/01/1981,U.K. pound,0.1714
28/01/1981,U.K. pound,0.1708
29/01/1981,U.K. pound,0.1705
30/01/1981,U.K. pound,0.1694
02/02/1981,U.K. pound,0.1676
03/02/1981,U.K. pound,0.1659
04/02/1981,U.K. pound,0.1670
05/02/1981,U.K. pound,0.1673
06/02/1981,U.K. pound,0.1659
09/02/1981,U.K. pound,0.1660
10/02/1981,U.K. pound,0.1661
11/02/1981,U.K. pound,0.1658
12/02/1981,U.K. pound,0.1650
13/02/1981,U.K. pound,0.1634
16/02/1981,U.K. pound,0.1598
17/02/1981,U.K. pound,0.1611
18/02/1981,U.K. pound,0.1613
19/02/1981,U.K. pound,0.1612
20/02/1981,U.K. pound,0.1640
23/02/1981,U.K. pound,0.1609
24/02/1981,U.K. pound,0.1593
25/02/1981,U.K. pound,0.1584
26/02/1981,U.K. pound,0.1579
27/02/1981,U.K. pound,0.1565
02/03/1981,U.K. pound,0.1546
03/03/1981,U.K. pound,0.1549
04/03/1981,U.K. pound,0.1573
05/03/1981,U.K. pound,0.1561
06/03/1981,U.K. pound,0.1551
09/03/1981,U.K. pound,0.1551
10/03/1981,U.K. pound,0.1570
11/03/1981,U.K. pound,0.1579
12/03/1981,U.K. pound,0.1573
13/03/1981,U.K. pound,0.1573
16/03/1981,U.K. pound,0.1585
17/03/1981,U.K. pound,0.1601
18/03/1981,U.K. pound,0.1612
19/03/1981,U.K. pound,0.1615
20/03/1981,U.K. pound,0.1609
23/03/1981,U.K. pound,0.1594
24/03/1981,U.K. pound,0.1602
25/03/1981,U.K. pound,0.1607
26/03/1981,U.K. pound,0.1602
27/03/1981,U.K. pound,0.1587
30/03/1981,U.K. pound,0.1590
31/03/1981,U.K. pound,0.1593
01/04/1981,U.K. pound,0.1592
02/04/1981,U.K. pound,0.1588
03/04/1981,U.K. pound,0.1569
06/04/1981,U.K. pound,0.1541
07/04/1981,U.K. pound,0.1547
08/04/1981,U.K. pound,0.1565
09/04/1981,U.K. pound,0.1557
10/04/1981,U.K. pound,0.1554
13/04/1981,U.K. pound,0.1532
14/04/1981,U.K. pound,0.1544
15/04/1981,U.K. pound,0.1537
16/04/1981,U.K. pound,0.1531
17/04/1981,U.K. pound,0.1530
20/04/1981,U.K. pound,0.1533
21/04/1981,U.K. pound,0.1532
22/04/1981,U.K. pound,0.1542
23/04/1981,U.K. pound,0.1548
24/04/1981,U.K. pound,0.1539
27/04/1981,U.K. pound,0.1539
28/04/1981,U.K. pound,0.1531
29/04/1981,U.K. pound,0.1521
30/04/1981,U.K. pound,0.1520
01/05/1981,U.K. pound,0.1520
04/05/1981,U.K. pound,0.1504
05/05/1981,U.K. pound,0.1500
06/05/1981,U.K. pound,0.1504
07/05/1981,U.K. pound,0.1499
08/05/1981,U.K. pound,0.1502
11/05/1981,U.K. pound,0.1497
12/05/1981,U.K. pound,0.1487
13/05/1981,U.K. pound,0.1486
14/05/1981,U.K. pound,0.1468
15/05/1981,U.K. pound,0.1475
18/05/1981,U.K. pound,0.1487
19/05/1981,U.K. pound,0.1485
20/05/1981,U.K. pound,0.1484
21/05/1981,U.K. pound,0.1476
22/05/1981,U.K. pound,0.1468
26/05/1981,U.K. pound,0.1469
27/05/1981,U.K. pound,0.1465
28/05/1981,U.K. pound,0.1463
29/05/1981,U.K. pound,0.1469
01/06/1981,U.K. pound,0.1465
02/06/1981,U.K. pound,0.1449
03/06/1981,U.K. pound,0.1432
04/06/1981,U.K. pound,0.1387
05/06/1981,U.K. pound,0.1368
08/06/1981,U.K. pound,0.1373
09/06/1981,U.K. pound,0.1387
10/06/1981,U.K. pound,0.1396
11/06/1981,U.K. pound,0.1382
12/06/1981,U.K. pound,0.1385
15/06/1981,U.K. pound,0.1407
16/06/1981,U.K. pound,0.1425
17/06/1981,U.K. pound,0.1420
18/06/1981,U.K. pound,0.1408
19/06/1981,U.K. pound,0.1397
22/06/1981,U.K. pound,0.1409
23/06/1981,U.K. pound,0.1422
24/06/1981,U.K. pound,0.1410
25/06/1981,U.K. pound,0.1397
26/06/1981,U.K. pound,0.1378
29/06/1981,U.K. pound,0.1387
30/06/1981,U.K. pound,0.1379
01/07/1981,U.K. pound,0.1356
02/07/1981,U.K. pound,0.1336
03/07/1981,U.K. pound,0.1345
06/07/1981,U.K. pound,0.1336
07/07/1981,U.K. pound,0.1358
08/07/1981,U.K. pound,0.1342
09/07/1981,U.K. pound,0.1338
10/07/1981,U.K. pound,0.1344
13/07/1981,U.K. pound,0.1348
14/07/1981,U.K. pound,0.1320
15/07/1981,U.K. pound,0.1334
16/07/1981,U.K. pound,0.1335
17/07/1981,U.K. pound,0.1332
20/07/1981,U.K. pound,0.1331
21/07/1981,U.K. pound,0.1314
22/07/1981,U.K. pound,0.1317
23/07/1981,U.K. pound,0.1320
24/07/1981,U.K. pound,0.1315
27/07/1981,U.K. pound,0.1331
28/07/1981,U.K. pound,0.1319
29/07/1981,U.K. pound,0.1320
30/07/1981,U.K. pound,0.1312
31/07/1981,U.K. pound,0.1318
03/08/1981,U.K. pound,0.1293
04/08/1981,U.K. pound,0.1286
05/08/1981,U.K. pound,0.1285
06/08/1981,U.K. pound,0.1282
07/08/1981,U.K. pound,0.1271
10/08/1981,U.K. pound,0.1249
11/08/1981,U.K. pound,0.1257
12/08/1981,U.K. pound,0.1270
13/08/1981,U.K. pound,0.1280
14/08/1981,U.K. pound,0.1283
17/08/1981,U.K. pound,0.1281
18/08/1981,U.K. pound,0.1312
19/08/1981,U.K. pound,0.1304
20/08/1981,U.K. pound,0.1316
21/08/1981,U.K. pound,0.1325
24/08/1981,U.K. pound,0.1331
25/08/1981,U.K. pound,0.1299
26/08/1981,U.K. pound,0.1303
27/08/1981,U.K. pound,0.1306
28/08/1981,U.K. pound,0.1304
31/08/1981,U.K. pound,0.1310
01/09/1981,U.K. pound,0.1301
02/09/1981,U.K. pound,0.1307
03/09/1981,U.K. pound,0.1312
04/09/1981,U.K. pound,0.1310
07/09/1981,U.K. pound,0.1292
08/09/1981,U.K. pound,0.1280
09/09/1981,U.K. pound,0.1268
10/09/1981,U.K. pound,0.1270
11/09/1981,U.K. pound,0.1274
14/09/1981,U.K. pound,0.1260
15/09/1981,U.K. pound,0.1289
16/09/1981,U.K. pound,0.1311
17/09/1981,U.K. pound,0.1316
18/09/1981,U.K. pound,0.1301
21/09/1981,U.K. pound,0.1304
22/09/1981,U.K. pound,0.1304
23/09/1981,U.K. pound,0.1299
24/09/1981,U.K. pound,0.1268
25/09/1981,U.K. pound,0.1268
28/09/1981,U.K. pound,0.1257
29/09/1981,U.K. pound,0.1271
30/09/1981,U.K. pound,0.1278
01/10/1981,U.K. pound,0.1300
02/10/1981,U.K. pound,0.1300
05/10/1981,U.K. pound,0.1302
06/10/1981,U.K. pound,0.1316
07/10/1981,U.K. pound,0.1322
08/10/1981,U.K. pound,0.1337
09/10/1981,U.K. pound,0.1353
12/10/1981,U.K. pound,0.1335
13/10/1981,U.K. pound,0.1325
14/10/1981,U.K. pound,0.1316
15/10/1981,U.K. pound,0.1322
16/10/1981,U.K. pound,0.1304
19/10/1981,U.K. pound,0.1306
20/10/1981,U.K. pound,0.1304
21/10/1981,U.K. pound,0.1297
22/10/1981,U.K. pound,0.1291
23/10/1981,U.K. pound,0.1291
26/10/1981,U.K. pound,0.1284
27/10/1981,U.K. pound,0.1288
28/10/1981,U.K. pound,0.1290
29/10/1981,U.K. pound,0.1295
30/10/1981,U.K. pound,0.1310
02/11/1981,U.K. pound,0.1331
03/11/1981,U.K. pound,0.1323
04/11/1981,U.K. pound,0.1335
05/11/1981,U.K. pound,0.1332
06/11/1981,U.K. pound,0.1329
09/11/1981,U.K. pound,0.1345
10/11/1981,U.K. pound,0.1331
11/11/1981,U.K. pound,0.1333
12/11/1981,U.K. pound,0.1340
13/11/1981,U.K. pound,0.1352
16/11/1981,U.K. pound,0.1366
17/11/1981,U.K. pound,0.1353
18/11/1981,U.K. pound,0.1344
19/11/1981,U.K. pound,0.1365
20/11/1981,U.K. pound,0.1355
23/11/1981,U.K. pound,0.1345
24/11/1981,U.K. pound,0.1355
25/11/1981,U.K. pound,0.1366
26/11/1981,U.K. pound,0.1378
27/11/1981,U.K. pound,0.1383
30/11/1981,U.K. pound,0.1399
01/12/1981,U.K. pound,0.1387
02/12/1981,U.K. pound,0.1383
03/12/1981,U.K. pound,0.1372
04/12/1981,U.K. pound,0.1385
07/12/1981,U.K. pound,0.1383
08/12/1981,U.K. pound,0.1373
09/12/1981,U.K. pound,0.1365
10/12/1981,U.K. pound,0.1351
11/12/1981,U.K. pound,0.1336
14/12/1981,U.K. pound,0.1322
15/12/1981,U.K. pound,0.1332
16/12/1981,U.K. pound,0.1345
17/12/1981,U.K. pound,0.1345
18/12/1981,U.K. pound,0.1331
21/12/1981,U.K. pound,0.1333
22/12/1981,U.K. pound,0.1338
23/12/1981,U.K. pound,0.1346
24/12/1981,U.K. pound,0.1342
28/12/1981,U.K. pound,0.1342
29/12/1981,U.K. pound,0.1344
30/12/1981,U.K. pound,0.1349
31/12/1981,U.K. pound,0.1355
04/01/1982,U.K. pound,0.1373
05/01/1982,U.K. pound,0.1362
06/01/1982,U.K. pound,0.1366
07/01/1982,U.K. pound,0.1359
08/01/1982,U.K. pound,0.1360
11/01/1982,U.K. pound,0.1349
12/01/1982,U.K. pound,0.1332
13/01/1982,U.K. pound,0.1333
14/01/1982,U.K. pound,0.1320
15/01/1982,U.K. pound,0.1331
18/01/1982,U.K. pound,0.1328
19/01/1982,U.K. pound,0.1346
20/01/1982,U.K. pound,0.1339
21/01/1982,U.K. pound,0.1340
22/01/1982,U.K. pound,0.1328
25/01/1982,U.K. pound,0.1316
26/01/1982,U.K. pound,0.1315
27/01/1982,U.K. pound,0.1332
28/01/1982,U.K. pound,0.1326
29/01/1982,U.K. pound,0.1337
01/02/1982,U.K. pound,0.1327
02/02/1982,U.K. pound,0.1317
03/02/1982,U.K. pound,0.1328
04/02/1982,U.K. pound,0.1325
05/02/1982,U.K. pound,0.1326
08/02/1982,U.K. pound,0.1321
09/02/1982,U.K. pound,0.1309
10/02/1982,U.K. pound,0.1314
11/02/1982,U.K. pound,0.1315
12/02/1982,U.K. pound,0.1305
15/02/1982,U.K. pound,0.1297
16/02/1982,U.K. pound,0.1300
17/02/1982,U.K. pound,0.1305
18/02/1982,U.K. pound,0.1308
19/02/1982,U.K. pound,0.1319
22/02/1982,U.K. pound,0.1315
23/02/1982,U.K. pound,0.1306
24/02/1982,U.K. pound,0.1299
25/02/1982,U.K. pound,0.1297
26/02/1982,U.K. pound,0.1289
01/03/1982,U.K. pound,0.1294
02/03/1982,U.K. pound,0.1294
03/03/1982,U.K. pound,0.1293
04/03/1982,U.K. pound,0.1296
05/03/1982,U.K. pound,0.1306
08/03/1982,U.K. pound,0.1299
09/03/1982,U.K. pound,0.1285
10/03/1982,U.K. pound,0.1286
11/03/1982,U.K. pound,0.1286
12/03/1982,U.K. pound,0.1280
15/03/1982,U.K. pound,0.1283
16/03/1982,U.K. pound,0.1283
17/03/1982,U.K. pound,0.1283
18/03/1982,U.K. pound,0.1285
19/03/1982,U.K. pound,0.1279
22/03/1982,U.K. pound,0.1280
23/03/1982,U.K. pound,0.1280
24/03/1982,U.K. pound,0.1283
25/03/1982,U.K. pound,0.1281
26/03/1982,U.K. pound,0.1269
29/03/1982,U.K. pound,0.1267
30/03/1982,U.K. pound,0.1265
31/03/1982,U.K. pound,0.1265
01/04/1982,U.K. pound,0.1267
02/04/1982,U.K. pound,0.1271
05/04/1982,U.K. pound,0.1260
06/04/1982,U.K. pound,0.1246
07/04/1982,U.K. pound,0.1249
08/04/1982,U.K. pound,0.1247
09/04/1982,U.K. pound,0.1246
12/04/1982,U.K. pound,0.1255
13/04/1982,U.K. pound,0.1251
14/04/1982,U.K. pound,0.1254
15/04/1982,U.K. pound,0.1249
16/04/1982,U.K. pound,0.1247
19/04/1982,U.K. pound,0.1249
20/04/1982,U.K. pound,0.1257
21/04/1982,U.K. pound,0.1258
22/04/1982,U.K. pound,0.1260
23/04/1982,U.K. pound,0.1257
26/04/1982,U.K. pound,0.1256
27/04/1982,U.K. pound,0.1261
28/04/1982,U.K. pound,0.1265
29/04/1982,U.K. pound,0.1265
30/04/1982,U.K. pound,0.1270
03/05/1982,U.K. pound,0.1288
04/05/1982,U.K. pound,0.1283
05/05/1982,U.K. pound,0.1280
06/05/1982,U.K. pound,0.1294
07/05/1982,U.K. pound,0.1298
10/05/1982,U.K. pound,0.1303
11/05/1982,U.K. pound,0.1302
12/05/1982,U.K. pound,0.1309
13/05/1982,U.K. pound,0.1303
14/05/1982,U.K. pound,0.1292
17/05/1982,U.K. pound,0.1296
18/05/1982,U.K. pound,0.1281
19/05/1982,U.K. pound,0.1278
20/05/1982,U.K. pound,0.1267
21/05/1982,U.K. pound,0.1276
24/05/1982,U.K. pound,0.1281
25/05/1982,U.K. pound,0.1283
26/05/1982,U.K. pound,0.1279
27/05/1982,U.K. pound,0.1276
28/05/1982,U.K. pound,0.1272
01/06/1982,U.K. pound,0.1267
02/06/1982,U.K. pound,0.1266
03/06/1982,U.K. pound,0.1272
04/06/1982,U.K. pound,0.1276
07/06/1982,U.K. pound,0.1270
08/06/1982,U.K. pound,0.1272
09/06/1982,U.K. pound,0.1259
10/06/1982,U.K. pound,0.1260
11/06/1982,U.K. pound,0.1261
14/06/1982,U.K. pound,0.1255
15/06/1982,U.K. pound,0.1252
16/06/1982,U.K. pound,0.1247
17/06/1982,U.K. pound,0.1240
18/06/1982,U.K. pound,0.1232
21/06/1982,U.K. pound,0.1219
22/06/1982,U.K. pound,0.1234
23/06/1982,U.K. pound,0.1225
24/06/1982,U.K. pound,0.1233
25/06/1982,U.K. pound,0.1222
28/06/1982,U.K. pound,0.1217
29/06/1982,U.K. pound,0.1227
30/06/1982,U.K. pound,0.1234
01/07/1982,U.K. pound,0.1231
02/07/1982,U.K. pound,0.1232
05/07/1982,U.K. pound,0.1231
06/07/1982,U.K. pound,0.1225
07/07/1982,U.K. pound,0.1214
08/07/1982,U.K. pound,0.1216
09/07/1982,U.K. pound,0.1222
12/07/1982,U.K. pound,0.1233
13/07/1982,U.K. pound,0.1230
14/07/1982,U.K. pound,0.1225
15/07/1982,U.K. pound,0.1224
16/07/1982,U.K. pound,0.1219
19/07/1982,U.K. pound,0.1237
20/07/1982,U.K. pound,0.1234
21/07/1982,U.K. pound,0.1238
22/07/1982,U.K. pound,0.1239
23/07/1982,U.K. pound,0.1251
26/07/1982,U.K. pound,0.1250
27/07/1982,U.K. pound,0.1247
28/07/1982,U.K. pound,0.1241
29/07/1982,U.K. pound,0.1234
30/07/1982,U.K. pound,0.1235
02/08/1982,U.K. pound,0.1244
03/08/1982,U.K. pound,0.1247
04/08/1982,U.K. pound,0.1230
05/08/1982,U.K. pound,0.1225
06/08/1982,U.K. pound,0.1213
09/08/1982,U.K. pound,0.1205
10/08/1982,U.K. pound,0.1214
11/08/1982,U.K. pound,0.1204
12/08/1982,U.K. pound,0.1205
13/08/1982,U.K. pound,0.1215
16/08/1982,U.K. pound,0.1207
17/08/1982,U.K. pound,0.1207
18/08/1982,U.K. pound,0.1227
19/08/1982,U.K. pound,0.1223
20/08/1982,U.K. pound,0.1238
23/08/1982,U.K. pound,0.1235
24/08/1982,U.K. pound,0.1245
25/08/1982,U.K. pound,0.1254
26/08/1982,U.K. pound,0.1248
27/08/1982,U.K. pound,0.1242
30/08/1982,U.K. pound,0.1213
31/08/1982,U.K. pound,0.1222
01/09/1982,U.K. pound,0.1218
02/09/1982,U.K. pound,0.1232
03/09/1982,U.K. pound,0.1236
06/09/1982,U.K. pound,0.1225
07/09/1982,U.K. pound,0.1230
08/09/1982,U.K. pound,0.1223
09/09/1982,U.K. pound,0.1222
10/09/1982,U.K. pound,0.1217
13/09/1982,U.K. pound,0.1210
14/09/1982,U.K. pound,0.1213
15/09/1982,U.K. pound,0.1217
16/09/1982,U.K. pound,0.1211
17/09/1982,U.K. pound,0.1213
20/09/1982,U.K. pound,0.1217
21/09/1982,U.K. pound,0.1215
22/09/1982,U.K. pound,0.1218
23/09/1982,U.K. pound,0.1215
24/09/1982,U.K. pound,0.1213
27/09/1982,U.K. pound,0.1208
28/09/1982,U.K. pound,0.1205
29/09/1982,U.K. pound,0.1206
30/09/1982,U.K. pound,0.1202
01/10/1982,U.K. pound,0.1205
04/10/1982,U.K. pound,0.1196
05/10/1982,U.K. pound,0.1196
06/10/1982,U.K. pound,0.1200
07/10/1982,U.K. pound,0.1203
08/10/1982,U.K. pound,0.1212
11/10/1982,U.K. pound,0.1221
12/10/1982,U.K. pound,0.1221
13/10/1982,U.K. pound,0.1217
14/10/1982,U.K. pound,0.1215
15/10/1982,U.K. pound,0.1209
18/10/1982,U.K. pound,0.1214
19/10/1982,U.K. pound,0.1211
20/10/1982,U.K. pound,0.1206
21/10/1982,U.K. pound,0.1204
22/10/1982,U.K. pound,0.1206
25/10/1982,U.K. pound,0.1196
26/10/1982,U.K. pound,0.1198
27/10/1982,U.K. pound,0.1198
28/10/1982,U.K. pound,0.1193
29/10/1982,U.K. pound,0.1188
01/11/1982,U.K. pound,0.1192
02/11/1982,U.K. pound,0.1196
03/11/1982,U.K. pound,0.1193
04/11/1982,U.K. pound,0.1184
05/11/1982,U.K. pound,0.1184
08/11/1982,U.K. pound,0.1176
09/11/1982,U.K. pound,0.1176
10/11/1982,U.K. pound,0.1182
11/11/1982,U.K. pound,0.1175
12/11/1982,U.K. pound,0.1174
15/11/1982,U.K. pound,0.1157
16/11/1982,U.K. pound,0.1153
17/11/1982,U.K. pound,0.1134
18/11/1982,U.K. pound,0.1137
19/11/1982,U.K. pound,0.1147
22/11/1982,U.K. pound,0.1130
23/11/1982,U.K. pound,0.1131
24/11/1982,U.K. pound,0.1132
25/11/1982,U.K. pound,0.1126
26/11/1982,U.K. pound,0.1140
29/11/1982,U.K. pound,0.1139
30/11/1982,U.K. pound,0.1145
01/12/1982,U.K. pound,0.1159
02/12/1982,U.K. pound,0.1154
03/12/1982,U.K. pound,0.1163
06/12/1982,U.K. pound,0.1158
07/12/1982,U.K. pound,0.1158
08/12/1982,U.K. pound,0.1161
09/12/1982,U.K. pound,0.1149
10/12/1982,U.K. pound,0.1148
13/12/1982,U.K. pound,0.1140
14/12/1982,U.K. pound,0.1147
15/12/1982,U.K. pound,0.1147
16/12/1982,U.K. pound,0.1149
17/12/1982,U.K. pound,0.1149
20/12/1982,U.K. pound,0.1142
21/12/1982,U.K. pound,0.1144
22/12/1982,U.K. pound,0.1144
23/12/1982,U.K. pound,0.1142
27/12/1982,U.K. pound,0.1140
28/12/1982,U.K. pound,0.1150
29/12/1982,U.K. pound,0.1152
30/12/1982,U.K. pound,0.1151
03/01/1983,U.K. pound,0.1153
04/01/1983,U.K. pound,0.1155
05/01/1983,U.K. pound,0.1152
06/01/1983,U.K. pound,0.1144
07/01/1983,U.K. pound,0.1137
10/01/1983,U.K. pound,0.1137
11/01/1983,U.K. pound,0.1117
12/01/1983,U.K. pound,0.1121
13/01/1983,U.K. pound,0.1116
14/01/1983,U.K. pound,0.1121
17/01/1983,U.K. pound,0.1128
18/01/1983,U.K. pound,0.1120
19/01/1983,U.K. pound,0.1114
20/01/1983,U.K. pound,0.1116
21/01/1983,U.K. pound,0.1119
24/01/1983,U.K. pound,0.1097
25/01/1983,U.K. pound,0.1089
26/01/1983,U.K. pound,0.1098
27/01/1983,U.K. pound,0.1089
28/01/1983,U.K. pound,0.1091
31/01/1983,U.K. pound,0.1087
01/02/1983,U.K. pound,0.1082
02/02/1983,U.K. pound,0.1079
03/02/1983,U.K. pound,0.1081
04/02/1983,U.K. pound,0.1077
07/02/1983,U.K. pound,0.1079
08/02/1983,U.K. pound,0.1094
09/02/1983,U.K. pound,0.1096
10/02/1983,U.K. pound,0.1095
11/02/1983,U.K. pound,0.1097
14/02/1983,U.K. pound,0.1091
15/02/1983,U.K. pound,0.1100
16/02/1983,U.K. pound,0.1093
17/02/1983,U.K. pound,0.1098
18/02/1983,U.K. pound,0.1096
21/02/1983,U.K. pound,0.1093
22/02/1983,U.K. pound,0.1084
23/02/1983,U.K. pound,0.1077
24/02/1983,U.K. pound,0.1081
25/02/1983,U.K. pound,0.1083
28/02/1983,U.K. pound,0.1080
01/03/1983,U.K. pound,0.1071
02/03/1983,U.K. pound,0.1072
03/03/1983,U.K. pound,0.1071
04/03/1983,U.K. pound,0.1075
07/03/1983,U.K. pound,0.1076
08/03/1983,U.K. pound,0.1070
09/03/1983,U.K. pound,0.1067
10/03/1983,U.K. pound,0.1071
11/03/1983,U.K. pound,0.1067
14/03/1983,U.K. pound,0.1070
15/03/1983,U.K. pound,0.1074
16/03/1983,U.K. pound,0.1071
17/03/1983,U.K. pound,0.1069
18/03/1983,U.K. pound,0.1061
21/03/1983,U.K. pound,0.1051
22/03/1983,U.K. pound,0.1046
23/03/1983,U.K. pound,0.1037
24/03/1983,U.K. pound,0.1038
25/03/1983,U.K. pound,0.1036
28/03/1983,U.K. pound,0.1034
29/03/1983,U.K. pound,0.1033
30/03/1983,U.K. pound,0.1034
31/03/1983,U.K. pound,0.1050
01/04/1983,U.K. pound,0.1050
04/04/1983,U.K. pound,0.1057
05/04/1983,U.K. pound,0.1066
06/04/1983,U.K. pound,0.1072
07/04/1983,U.K. pound,0.1074
08/04/1983,U.K. pound,0.1069
11/04/1983,U.K. pound,0.1080
12/04/1983,U.K. pound,0.1088
13/04/1983,U.K. pound,0.1098
14/04/1983,U.K. pound,0.1089
15/04/1983,U.K. pound,0.1095
18/04/1983,U.K. pound,0.1105
19/04/1983,U.K. pound,0.1109
20/04/1983,U.K. pound,0.1105
21/04/1983,U.K. pound,0.1096
22/04/1983,U.K. pound,0.1098
25/04/1983,U.K. pound,0.1109
26/04/1983,U.K. pound,0.1116
27/04/1983,U.K. pound,0.1112
28/04/1983,U.K. pound,0.1110
29/04/1983,U.K. pound,0.1109
02/05/1983,U.K. pound,0.1116
03/05/1983,U.K. pound,0.1121
04/05/1983,U.K. pound,0.1124
05/05/1983,U.K. pound,0.1121
06/05/1983,U.K. pound,0.1120
09/05/1983,U.K. pound,0.1121
10/05/1983,U.K. pound,0.1111
11/05/1983,U.K. pound,0.1114
12/05/1983,U.K. pound,0.1115
13/05/1983,U.K. pound,0.1111
16/05/1983,U.K. pound,0.1110
17/05/1983,U.K. pound,0.1104
18/05/1983,U.K. pound,0.1109
19/05/1983,U.K. pound,0.1104
20/05/1983,U.K. pound,0.1105
23/05/1983,U.K. pound,0.1103
24/05/1983,U.K. pound,0.1115
25/05/1983,U.K. pound,0.1121
26/05/1983,U.K. pound,0.1131
27/05/1983,U.K. pound,0.1139
31/05/1983,U.K. pound,0.1142
01/06/1983,U.K. pound,0.1131
02/06/1983,U.K. pound,0.1128
03/06/1983,U.K. pound,0.1112
06/06/1983,U.K. pound,0.1125
07/06/1983,U.K. pound,0.1115
08/06/1983,U.K. pound,0.1118
09/06/1983,U.K. pound,0.1120
10/06/1983,U.K. pound,0.1122
13/06/1983,U.K. pound,0.1109
14/06/1983,U.K. pound,0.1093
15/06/1983,U.K. pound,0.1074
16/06/1983,U.K. pound,0.1084
17/06/1983,U.K. pound,0.1086
20/06/1983,U.K. pound,0.1088
21/06/1983,U.K. pound,0.1089
22/06/1983,U.K. pound,0.1084
23/06/1983,U.K. pound,0.1091
24/06/1983,U.K. pound,0.1098
27/06/1983,U.K. pound,0.1098
28/06/1983,U.K. pound,0.1082
29/06/1983,U.K. pound,0.1087
30/06/1983,U.K. pound,0.1087
01/07/1983,U.K. pound,0.1089
04/07/1983,U.K. pound,0.1087
05/07/1983,U.K. pound,0.1087
06/07/1983,U.K. pound,0.1091
07/07/1983,U.K. pound,0.1099
08/07/1983,U.K. pound,0.1094
11/07/1983,U.K. pound,0.1090
12/07/1983,U.K. pound,0.1089
13/07/1983,U.K. pound,0.1085
14/07/1983,U.K. pound,0.1087
15/07/1983,U.K. pound,0.1080
18/07/1983,U.K. pound,0.1081
19/07/1983,U.K. pound,0.1081
20/07/1983,U.K. pound,0.1081
21/07/1983,U.K. pound,0.1086
22/07/1983,U.K. pound,0.1082
25/07/1983,U.K. pound,0.1077
26/07/1983,U.K. pound,0.1083
27/07/1983,U.K. pound,0.1085
28/07/1983,U.K. pound,0.1085
29/07/1983,U.K. pound,0.1080
01/08/1983,U.K. pound,0.1075
02/08/1983,U.K. pound,0.1074
03/08/1983,U.K. pound,0.1068
04/08/1983,U.K. pound,0.1056
05/08/1983,U.K. pound,0.1051
08/08/1983,U.K. pound,0.1052
09/08/1983,U.K. pound,0.1058
10/08/1983,U.K. pound,0.1055
11/08/1983,U.K. pound,0.1050
12/08/1983,U.K. pound,0.1050
15/08/1983,U.K. pound,0.1058
16/08/1983,U.K. pound,0.1067
17/08/1983,U.K. pound,0.1072
18/08/1983,U.K. pound,0.1081
19/08/1983,U.K. pound,0.1079
22/08/1983,U.K. pound,0.1083
23/08/1983,U.K. pound,0.1089
24/08/1983,U.K. pound,0.1081
25/08/1983,U.K. pound,0.1073
26/08/1983,U.K. pound,0.1071
29/08/1983,U.K. pound,0.1066
30/08/1983,U.K. pound,0.1064
31/08/1983,U.K. pound,0.1060
01/09/1983,U.K. pound,0.1066
02/09/1983,U.K. pound,0.1061
05/09/1983,U.K. pound,0.1066
06/09/1983,U.K. pound,0.1064
07/09/1983,U.K. pound,0.1061
08/09/1983,U.K. pound,0.1059
09/09/1983,U.K. pound,0.1062
12/09/1983,U.K. pound,0.1068
13/09/1983,U.K. pound,0.1062
14/09/1983,U.K. pound,0.1060
15/09/1983,U.K. pound,0.1060
16/09/1983,U.K. pound,0.1064
19/09/1983,U.K. pound,0.1066
20/09/1983,U.K. pound,0.1073
21/09/1983,U.K. pound,0.1069
22/09/1983,U.K. pound,0.1068
23/09/1983,U.K. pound,0.1065
26/09/1983,U.K. pound,0.1068
27/09/1983,U.K. pound,0.1062
28/09/1983,U.K. pound,0.1064
29/09/1983,U.K. pound,0.1064
30/09/1983,U.K. pound,0.1062
03/10/1983,U.K. pound,0.1057
04/10/1983,U.K. pound,0.1048
05/10/1983,U.K. pound,0.1055
06/10/1983,U.K. pound,0.1058
07/10/1983,U.K. pound,0.1065
10/10/1983,U.K. pound,0.1079
11/10/1983,U.K. pound,0.1074
12/10/1983,U.K. pound,0.1064
13/10/1983,U.K. pound,0.1067
14/10/1983,U.K. pound,0.1061
17/10/1983,U.K. pound,0.1067
18/10/1983,U.K. pound,0.1066
19/10/1983,U.K. pound,0.1063
20/10/1983,U.K. pound,0.1064
21/10/1983,U.K. pound,0.1066
24/10/1983,U.K. pound,0.1064
25/10/1983,U.K. pound,0.1065
26/10/1983,U.K. pound,0.1063
27/10/1983,U.K. pound,0.1060
28/10/1983,U.K. pound,0.1061
31/10/1983,U.K. pound,0.1062
01/11/1983,U.K. pound,0.1061
02/11/1983,U.K. pound,0.1054
03/11/1983,U.K. pound,0.1057
04/11/1983,U.K. pound,0.1055
07/11/1983,U.K. pound,0.1054
