code,date,value,,,,
VIX,07/01/1997,19.35,,,,
VIX,08/01/1997,20.24,,,,
VIX,09/01/1997,20.91,,,,
VIX,10/01/1997,19.63,,,,
VIX,13/01/1997,19.84,,,,
VIX,14/01/1997,19.27,,,,
VIX,15/01/1997,19.4,,,,
VIX,16/01/1997,19.61,,,,
VIX,17/01/1997,18.63,,,,
VIX,20/01/1997,18.6,,,,
VIX,21/01/1997,17.81,,,,
VIX,22/01/1997,17.09,,,,
VIX,23/01/1997,18.47,,,,
VIX,24/01/1997,19.33,,,,
VIX,27/01/1997,20.16,,,,
VIX,28/01/1997,20.74,,,,
VIX,29/01/1997,20.23,,,,
VIX,30/01/1997,19.47,,,,
VIX,31/01/1997,.,,,,
VIX,03/02/1997,19.58,,,,
VIX,04/02/1997,19.43,,,,
VIX,05/02/1997,21.06,,,,
VIX,06/02/1997,20.16,,,,
VIX,07/02/1997,18.9,,,,
VIX,10/02/1997,20.65,,,,
VIX,11/02/1997,19.97,,,,
VIX,12/02/1997,19.48,,,,
VIX,13/02/1997,19.23,,,,
VIX,14/02/1997,19.18,,,,
VIX,17/02/1997,.,,,,
VIX,18/02/1997,19.7,,,,
VIX,19/02/1997,20.61,,,,
VIX,20/02/1997,21.41,,,,
VIX,21/02/1997,20.55,,,,
VIX,24/02/1997,19.84,,,,
VIX,25/02/1997,19.98,,,,
VIX,26/02/1997,20.74,,,,
VIX,27/02/1997,21.08,,,,
VIX,28/02/1997,21.1,,,,
VIX,03/03/1997,20.89,,,,
VIX,04/03/1997,20.62,,,,
VIX,05/03/1997,19.49,,,,
VIX,06/03/1997,20.48,,,,
VIX,07/03/1997,19.32,,,,
VIX,10/03/1997,19,,,,
VIX,11/03/1997,19.25,,,,
VIX,12/03/1997,19.61,,,,
VIX,13/03/1997,19.79,,,,
VIX,14/03/1997,19.81,,,,
VIX,17/03/1997,20.95,,,,
VIX,18/03/1997,21.26,,,,
VIX,19/03/1997,21.74,,,,
VIX,20/03/1997,21.22,,,,
VIX,21/03/1997,19.69,,,,
VIX,24/03/1997,20.06,,,,
VIX,25/03/1997,19.26,,,,
VIX,26/03/1997,18.32,,,,
VIX,27/03/1997,20.5,,,,
VIX,28/03/1997,.,,,,
VIX,31/03/1997,22.14,,,,
VIX,01/04/1997,20.84,,,,
VIX,02/04/1997,21.3,,,,
VIX,03/04/1997,21.19,,,,
VIX,04/04/1997,19.23,,,,
VIX,07/04/1997,18.51,,,,
VIX,08/04/1997,18.44,,,,
VIX,09/04/1997,18.56,,,,
VIX,10/04/1997,19.01,,,,
VIX,11/04/1997,19.76,,,,
VIX,14/04/1997,19.09,,,,
VIX,15/04/1997,18.25,,,,
VIX,16/04/1997,17.64,,,,
VIX,17/04/1997,18.71,,,,
VIX,18/04/1997,18.75,,,,
VIX,21/04/1997,20.1,,,,
VIX,22/04/1997,19.52,,,,
VIX,23/04/1997,20.48,,,,
VIX,24/04/1997,20.83,,,,
VIX,25/04/1997,21.15,,,,
VIX,28/04/1997,21.34,,,,
VIX,29/04/1997,19.81,,,,
VIX,30/04/1997,20.06,,,,
VIX,01/05/1997,19.87,,,,
VIX,02/05/1997,17.51,,,,
VIX,05/05/1997,20.13,,,,
VIX,06/05/1997,20.85,,,,
VIX,07/05/1997,21.34,,,,
VIX,08/05/1997,21.26,,,,
VIX,09/05/1997,20.11,,,,
VIX,12/05/1997,20.25,,,,
VIX,13/05/1997,20.81,,,,
VIX,14/05/1997,21.09,,,,
VIX,15/05/1997,19.91,,,,
VIX,16/05/1997,21.57,,,,
VIX,19/05/1997,21.48,,,,
VIX,20/05/1997,19.26,,,,
VIX,21/05/1997,19.28,,,,
VIX,22/05/1997,18.77,,,,
VIX,23/05/1997,18.08,,,,
VIX,26/05/1997,.,,,,
VIX,27/05/1997,19.36,,,,
VIX,28/05/1997,19.28,,,,
VIX,29/05/1997,19.02,,,,
VIX,30/05/1997,19.19,,,,
VIX,02/06/1997,20.85,,,,
VIX,03/06/1997,20.01,,,,
VIX,04/06/1997,20.1,,,,
VIX,05/06/1997,20.36,,,,
VIX,06/06/1997,18.94,,,,
VIX,09/06/1997,19.46,,,,
VIX,10/06/1997,19.04,,,,
VIX,11/06/1997,18.85,,,,
VIX,12/06/1997,18.51,,,,
VIX,13/06/1997,19.27,,,,
VIX,16/06/1997,19.77,,,,
VIX,17/06/1997,20.17,,,,
VIX,18/06/1997,20.45,,,,
VIX,19/06/1997,20.1,,,,
VIX,20/06/1997,20.2,,,,
VIX,23/06/1997,21.19,,,,
VIX,24/06/1997,20.74,,,,
VIX,25/06/1997,21.5,,,,
VIX,26/06/1997,21.82,,,,
VIX,27/06/1997,21.22,,,,
VIX,30/06/1997,21.53,,,,
VIX,01/07/1997,21,,,,
VIX,02/07/1997,19.7,,,,
VIX,03/07/1997,17.82,,,,
VIX,04/07/1997,.,,,,
VIX,07/07/1997,19.13,,,,
VIX,08/07/1997,18.76,,,,
VIX,09/07/1997,20.4,,,,
VIX,10/07/1997,19.92,,,,
VIX,11/07/1997,19.06,,,,
VIX,14/07/1997,19.58,,,,
VIX,15/07/1997,19,,,,
VIX,16/07/1997,19.36,,,,
VIX,17/07/1997,20.54,,,,
VIX,18/07/1997,22.28,,,,
VIX,21/07/1997,23.51,,,,
VIX,22/07/1997,21.77,,,,
VIX,23/07/1997,21.3,,,,
VIX,24/07/1997,20.96,,,,
VIX,25/07/1997,20.82,,,,
VIX,28/07/1997,21.84,,,,
VIX,29/07/1997,22.02,,,,
VIX,30/07/1997,21.39,,,,
VIX,31/07/1997,21.48,,,,
VIX,01/08/1997,22.29,,,,
VIX,04/08/1997,21.94,,,,
VIX,05/08/1997,20.64,,,,
VIX,06/08/1997,20.05,,,,
VIX,07/08/1997,19.77,,,,
VIX,08/08/1997,22.46,,,,
VIX,11/08/1997,22.77,,,,
VIX,12/08/1997,23.75,,,,
VIX,13/08/1997,24.52,,,,
VIX,14/08/1997,23.11,,,,
VIX,15/08/1997,24.45,,,,
VIX,18/08/1997,24.37,,,,
VIX,19/08/1997,22.64,,,,
VIX,20/08/1997,21.09,,,,
VIX,21/08/1997,23.83,,,,
VIX,22/08/1997,24.74,,,,
VIX,25/08/1997,24.1,,,,
VIX,26/08/1997,24.73,,,,
VIX,27/08/1997,24.26,,,,
VIX,28/08/1997,24.51,,,,
VIX,29/08/1997,24.76,,,,
VIX,01/09/1997,.,,,,
VIX,02/09/1997,24.53,,,,
VIX,03/09/1997,24.95,,,,
VIX,04/09/1997,25.27,,,,
VIX,05/09/1997,24.31,,,,
VIX,08/09/1997,24.4,,,,
VIX,09/09/1997,23.89,,,,
VIX,10/09/1997,24.64,,,,
VIX,11/09/1997,25.99,,,,
VIX,12/09/1997,25.17,,,,
VIX,15/09/1997,25.74,,,,
VIX,16/09/1997,23.77,,,,
VIX,17/09/1997,24.1,,,,
VIX,18/09/1997,23.48,,,,
VIX,19/09/1997,22.74,,,,
VIX,22/09/1997,22.08,,,,
VIX,23/09/1997,22,,,,
VIX,24/09/1997,22.64,,,,
VIX,25/09/1997,22.96,,,,
VIX,26/09/1997,22.26,,,,
VIX,29/09/1997,22.23,,,,
VIX,30/09/1997,22.91,,,,
VIX,01/10/1997,22.32,,,,
VIX,02/10/1997,22.27,,,,
VIX,03/10/1997,21.54,,,,
VIX,06/10/1997,21.61,,,,
VIX,07/10/1997,20.29,,,,
VIX,08/10/1997,20.77,,,,
VIX,09/10/1997,22.31,,,,
VIX,10/10/1997,19.75,,,,
VIX,13/10/1997,20.26,,,,
VIX,14/10/1997,19.99,,,,
VIX,15/10/1997,20.05,,,,
VIX,16/10/1997,20.53,,,,
VIX,17/10/1997,21.69,,,,
VIX,20/10/1997,20.72,,,,
VIX,21/10/1997,19.53,,,,
VIX,22/10/1997,19.86,,,,
VIX,23/10/1997,22.99,,,,
VIX,24/10/1997,23.17,,,,
VIX,27/10/1997,31.12,,,,
VIX,28/10/1997,31.22,,,,
VIX,29/10/1997,33.75,,,,
VIX,30/10/1997,38.2,,,,
VIX,31/10/1997,35.09,,,,
VIX,03/11/1997,32.09,,,,
VIX,04/11/1997,32.24,,,,
VIX,05/11/1997,32.18,,,,
VIX,06/11/1997,32.57,,,,
VIX,07/11/1997,36.27,,,,
VIX,10/11/1997,36.63,,,,
VIX,11/11/1997,36.38,,,,
VIX,12/11/1997,37.84,,,,
VIX,13/11/1997,36.64,,,,
VIX,14/11/1997,33.66,,,,
VIX,17/11/1997,31.58,,,,
VIX,18/11/1997,31.55,,,,
VIX,19/11/1997,29.93,,,,
VIX,20/11/1997,27.32,,,,
VIX,21/11/1997,26.65,,,,
VIX,24/11/1997,29.8,,,,
VIX,25/11/1997,28.95,,,,
VIX,26/11/1997,.,,,,
VIX,27/11/1997,.,,,,
VIX,28/11/1997,27.43,,,,
VIX,01/12/1997,26.01,,,,
VIX,02/12/1997,25.66,,,,
VIX,03/12/1997,23.92,,,,
VIX,04/12/1997,23.84,,,,
VIX,05/12/1997,22.65,,,,
VIX,08/12/1997,23.22,,,,
VIX,09/12/1997,23.36,,,,
VIX,10/12/1997,24.55,,,,
VIX,11/12/1997,27.63,,,,
VIX,12/12/1997,27.92,,,,
VIX,15/12/1997,27.37,,,,
VIX,16/12/1997,26.11,,,,
VIX,17/12/1997,26.33,,,,
VIX,18/12/1997,27.19,,,,
VIX,19/12/1997,29.18,,,,
VIX,22/12/1997,28.56,,,,
VIX,23/12/1997,29.86,,,,
VIX,24/12/1997,30.27,,,,
VIX,25/12/1997,.,,,,
VIX,26/12/1997,29.27,,,,
VIX,29/12/1997,26.79,,,,
VIX,30/12/1997,24.38,,,,
VIX,31/12/1997,24.01,,,,
VIX,01/01/1998,.,,,,
VIX,02/01/1998,23.42,,,,
VIX,05/01/1998,24.36,,,,
VIX,06/01/1998,25.66,,,,
VIX,07/01/1998,25.07,,,,
VIX,08/01/1998,26.01,,,,
VIX,09/01/1998,28.69,,,,
VIX,12/01/1998,28.02,,,,
VIX,13/01/1998,25.17,,,,
VIX,14/01/1998,23.75,,,,
VIX,15/01/1998,23.45,,,,
VIX,16/01/1998,21.65,,,,
VIX,19/01/1998,.,,,,
VIX,20/01/1998,21.65,,,,
VIX,21/01/1998,22.53,,,,
VIX,22/01/1998,23.16,,,,
VIX,23/01/1998,23.32,,,,
VIX,26/01/1998,23.97,,,,
VIX,27/01/1998,22.27,,,,
VIX,28/01/1998,22.06,,,,
VIX,29/01/1998,21.65,,,,
VIX,30/01/1998,21.47,,,,
VIX,02/02/1998,21.36,,,,
VIX,03/02/1998,20.67,,,,
VIX,04/02/1998,20.55,,,,
VIX,05/02/1998,21.29,,,,
VIX,06/02/1998,20.51,,,,
VIX,09/02/1998,21.55,,,,
VIX,10/02/1998,20.66,,,,
VIX,11/02/1998,20.38,,,,
VIX,12/02/1998,19.73,,,,
VIX,13/02/1998,19.84,,,,
VIX,16/02/1998,.,,,,
VIX,17/02/1998,20.76,,,,
VIX,18/02/1998,19.66,,,,
VIX,19/02/1998,19.88,,,,
VIX,20/02/1998,19,,,,
VIX,23/02/1998,18.99,,,,
VIX,24/02/1998,19.35,,,,
VIX,25/02/1998,18.62,,,,
VIX,26/02/1998,18.63,,,,
VIX,27/02/1998,18.55,,,,
VIX,02/03/1998,19.19,,,,
VIX,03/03/1998,19.04,,,,
VIX,04/03/1998,19.58,,,,
VIX,05/03/1998,20.93,,,,
VIX,06/03/1998,19.14,,,,
VIX,09/03/1998,20.23,,,,
VIX,10/03/1998,19.43,,,,
VIX,11/03/1998,18.89,,,,
VIX,12/03/1998,18.25,,,,
VIX,13/03/1998,18.71,,,,
VIX,16/03/1998,18.51,,,,
VIX,17/03/1998,18.66,,,,
VIX,18/03/1998,18.29,,,,
VIX,19/03/1998,17.76,,,,
VIX,20/03/1998,18.69,,,,
VIX,23/03/1998,19.98,,,,
VIX,24/03/1998,20.51,,,,
VIX,25/03/1998,22.54,,,,
VIX,26/03/1998,22.81,,,,
VIX,27/03/1998,23.47,,,,
VIX,30/03/1998,24.66,,,,
VIX,31/03/1998,24.22,,,,
VIX,01/04/1998,23.37,,,,
VIX,02/04/1998,21.98,,,,
VIX,03/04/1998,21.82,,,,
VIX,06/04/1998,22.47,,,,
VIX,07/04/1998,23.66,,,,
VIX,08/04/1998,23.17,,,,
VIX,09/04/1998,21.51,,,,
VIX,10/04/1998,.,,,,
VIX,13/04/1998,22.77,,,,
VIX,14/04/1998,21.61,,,,
VIX,15/04/1998,20.89,,,,
VIX,16/04/1998,22.06,,,,
VIX,17/04/1998,20.76,,,,
VIX,20/04/1998,20.39,,,,
VIX,21/04/1998,19.91,,,,
VIX,22/04/1998,19.44,,,,
VIX,23/04/1998,20.6,,,,
VIX,24/04/1998,21.97,,,,
VIX,27/04/1998,26.09,,,,
VIX,28/04/1998,24.17,,,,
VIX,29/04/1998,22.78,,,,
VIX,30/04/1998,21.18,,,,
VIX,01/05/1998,19.34,,,,
VIX,04/05/1998,20.32,,,,
VIX,05/05/1998,21.46,,,,
VIX,06/05/1998,22.79,,,,
VIX,07/05/1998,23.39,,,,
VIX,08/05/1998,20.57,,,,
VIX,11/05/1998,21.05,,,,
VIX,12/05/1998,20.98,,,,
VIX,13/05/1998,20.44,,,,
VIX,14/05/1998,19.64,,,,
VIX,15/05/1998,20.44,,,,
VIX,18/05/1998,21.69,,,,
VIX,19/05/1998,20.39,,,,
VIX,20/05/1998,19.89,,,,
VIX,21/05/1998,19.38,,,,
VIX,22/05/1998,18.99,,,,
VIX,25/05/1998,.,,,,
VIX,26/05/1998,22.07,,,,
VIX,27/05/1998,22.59,,,,
VIX,28/05/1998,20.74,,,,
VIX,29/05/1998,21.32,,,,
VIX,01/06/1998,22.83,,,,
VIX,02/06/1998,22,,,,
VIX,03/06/1998,22.85,,,,
VIX,04/06/1998,21.22,,,,
VIX,05/06/1998,19.78,,,,
VIX,08/06/1998,20.58,,,,
VIX,09/06/1998,20.52,,,,
VIX,10/06/1998,21.48,,,,
VIX,11/06/1998,23.57,,,,
VIX,12/06/1998,22.78,,,,
VIX,15/06/1998,25.94,,,,
VIX,16/06/1998,24.8,,,,
VIX,17/06/1998,22.89,,,,
VIX,18/06/1998,22.4,,,,
VIX,19/06/1998,21.92,,,,
VIX,22/06/1998,21.94,,,,
VIX,23/06/1998,20.17,,,,
VIX,24/06/1998,20.02,,,,
VIX,25/06/1998,20.25,,,,
VIX,26/06/1998,19.36,,,,
VIX,29/06/1998,19.57,,,,
VIX,30/06/1998,19.71,,,,
VIX,01/07/1998,18,,,,
VIX,02/07/1998,17.67,,,,
VIX,03/07/1998,.,,,,
VIX,06/07/1998,18.63,,,,
VIX,07/07/1998,18.62,,,,
VIX,08/07/1998,17.82,,,,
VIX,09/07/1998,18.16,,,,
VIX,10/07/1998,17.92,,,,
VIX,13/07/1998,18.26,,,,
VIX,14/07/1998,17.88,,,,
VIX,15/07/1998,17.89,,,,
VIX,16/07/1998,16.97,,,,
VIX,17/07/1998,16.23,,,,
VIX,20/07/1998,17.34,,,,
VIX,21/07/1998,20.1,,,,
VIX,22/07/1998,20.32,,,,
VIX,23/07/1998,23.01,,,,
VIX,24/07/1998,23.01,,,,
VIX,27/07/1998,23.13,,,,
VIX,28/07/1998,25.25,,,,
VIX,29/07/1998,24.79,,,,
VIX,30/07/1998,22.66,,,,
VIX,31/07/1998,24.8,,,,
VIX,03/08/1998,25.98,,,,
VIX,04/08/1998,31.06,,,,
VIX,05/08/1998,29.83,,,,
VIX,06/08/1998,28.2,,,,
VIX,07/08/1998,27.02,,,,
VIX,10/08/1998,28.75,,,,
VIX,11/08/1998,31.91,,,,
VIX,12/08/1998,28.55,,,,
VIX,13/08/1998,29.92,,,,
VIX,14/08/1998,34.34,,,,
VIX,17/08/1998,31.86,,,,
VIX,18/08/1998,28.4,,,,
VIX,19/08/1998,28.69,,,,
VIX,20/08/1998,30,,,,
VIX,21/08/1998,33.14,,,,
VIX,24/08/1998,31.8,,,,
VIX,25/08/1998,30.33,,,,
VIX,26/08/1998,31.14,,,,
VIX,27/08/1998,38.55,,,,
VIX,28/08/1998,39.6,,,,
VIX,31/08/1998,44.28,,,,
VIX,01/09/1998,36.48,,,,
VIX,02/09/1998,36.76,,,,
VIX,03/09/1998,41.43,,,,
VIX,04/09/1998,43.31,,,,
VIX,07/09/1998,.,,,,
VIX,08/09/1998,37.9,,,,
VIX,09/09/1998,39.66,,,,
VIX,10/09/1998,45.29,,,,
VIX,11/09/1998,43.74,,,,
VIX,14/09/1998,38.57,,,,
VIX,15/09/1998,36.58,,,,
VIX,16/09/1998,35.94,,,,
VIX,17/09/1998,39.23,,,,
VIX,18/09/1998,38.63,,,,
VIX,21/09/1998,38.58,,,,
VIX,22/09/1998,36.62,,,,
VIX,23/09/1998,32.47,,,,
VIX,24/09/1998,34.66,,,,
VIX,25/09/1998,34.55,,,,
VIX,28/09/1998,34.87,,,,
VIX,29/09/1998,36.08,,,,
VIX,30/09/1998,40.95,,,,
VIX,01/10/1998,43.48,,,,
VIX,02/10/1998,40.47,,,,
VIX,05/10/1998,42.81,,,,
VIX,06/10/1998,41.2,,,,
VIX,07/10/1998,43.51,,,,
VIX,08/10/1998,45.74,,,,
VIX,09/10/1998,42.2,,,,
VIX,12/10/1998,40.07,,,,
VIX,13/10/1998,40.23,,,,
VIX,14/10/1998,38.96,,,,
VIX,15/10/1998,33.34,,,,
VIX,16/10/1998,34.82,,,,
VIX,19/10/1998,33.13,,,,
VIX,20/10/1998,33.11,,,,
VIX,21/10/1998,33.21,,,,
VIX,22/10/1998,31.53,,,,
VIX,23/10/1998,32.27,,,,
VIX,26/10/1998,32.38,,,,
VIX,27/10/1998,32.95,,,,
VIX,28/10/1998,32.42,,,,
VIX,29/10/1998,29.5,,,,
VIX,30/10/1998,28.05,,,,
VIX,02/11/1998,27.26,,,,
VIX,03/11/1998,27.76,,,,
VIX,04/11/1998,27.37,,,,
VIX,05/11/1998,26.01,,,,
VIX,06/11/1998,25.7,,,,
VIX,09/11/1998,28.09,,,,
VIX,10/11/1998,28.17,,,,
VIX,11/11/1998,28.47,,,,
VIX,12/11/1998,29.28,,,,
VIX,13/11/1998,29.03,,,,
VIX,16/11/1998,28.9,,,,
VIX,17/11/1998,27.95,,,,
VIX,18/11/1998,27.13,,,,
VIX,19/11/1998,25.5,,,,
VIX,20/11/1998,22.47,,,,
VIX,23/11/1998,21.84,,,,
VIX,24/11/1998,23.28,,,,
VIX,25/11/1998,22.15,,,,
VIX,26/11/1998,.,,,,
VIX,27/11/1998,22.09,,,,
VIX,30/11/1998,26.01,,,,
VIX,01/12/1998,24.97,,,,
VIX,02/12/1998,25.43,,,,
VIX,03/12/1998,28.7,,,,
VIX,04/12/1998,25.31,,,,
VIX,07/12/1998,24.9,,,,
VIX,08/12/1998,25.58,,,,
VIX,09/12/1998,25.66,,,,
VIX,10/12/1998,26.81,,,,
VIX,11/12/1998,27.72,,,,
VIX,14/12/1998,31.31,,,,
VIX,15/12/1998,29.42,,,,
VIX,16/12/1998,29.96,,,,
VIX,17/12/1998,27.96,,,,
VIX,18/12/1998,25.04,,,,
VIX,21/12/1998,23.86,,,,
VIX,22/12/1998,22.78,,,,
VIX,23/12/1998,20.21,,,,
VIX,24/12/1998,21.48,,,,
VIX,25/12/1998,.,,,,
VIX,28/12/1998,23.5,,,,
VIX,29/12/1998,22.18,,,,
VIX,30/12/1998,23.34,,,,
VIX,31/12/1998,24.42,,,,
VIX,01/01/1999,.,,,,
VIX,04/01/1999,26.17,,,,
VIX,05/01/1999,24.46,,,,
VIX,06/01/1999,23.34,,,,
VIX,07/01/1999,24.37,,,,
VIX,08/01/1999,23.28,,,,
VIX,11/01/1999,25.46,,,,
VIX,12/01/1999,28.1,,,,
VIX,13/01/1999,30.11,,,,
VIX,14/01/1999,32.98,,,,
VIX,15/01/1999,29.24,,,,
VIX,18/01/1999,.,,,,
VIX,19/01/1999,29.24,,,,
VIX,20/01/1999,28.6,,,,
VIX,21/01/1999,30.92,,,,
VIX,22/01/1999,31.95,,,,
VIX,25/01/1999,31.13,,,,
VIX,26/01/1999,29.23,,,,
VIX,27/01/1999,29.73,,,,
VIX,28/01/1999,28.11,,,,
VIX,29/01/1999,26.25,,,,
VIX,01/02/1999,27.67,,,,
VIX,02/02/1999,28.16,,,,
VIX,03/02/1999,27.88,,,,
VIX,04/02/1999,29.48,,,,
VIX,05/02/1999,29.67,,,,
VIX,08/02/1999,30.27,,,,
VIX,09/02/1999,31.36,,,,
VIX,10/02/1999,30.45,,,,
VIX,11/02/1999,27.42,,,,
VIX,12/02/1999,29.76,,,,
VIX,15/02/1999,.,,,,
VIX,16/02/1999,29.65,,,,
VIX,17/02/1999,30.65,,,,
VIX,18/02/1999,30.45,,,,
VIX,19/02/1999,29.3,,,,
VIX,22/02/1999,25.87,,,,
VIX,23/02/1999,26.49,,,,
VIX,24/02/1999,27.21,,,,
VIX,25/02/1999,28.01,,,,
VIX,26/02/1999,27.88,,,,
VIX,01/03/1999,28.37,,,,
VIX,02/03/1999,29.22,,,,
VIX,03/03/1999,29.04,,,,
VIX,04/03/1999,26.67,,,,
VIX,05/03/1999,24.08,,,,
VIX,08/03/1999,24.54,,,,
VIX,09/03/1999,25.02,,,,
VIX,10/03/1999,24.79,,,,
VIX,11/03/1999,24.37,,,,
VIX,12/03/1999,24.84,,,,
VIX,15/03/1999,25.24,,,,
VIX,16/03/1999,25.15,,,,
VIX,17/03/1999,25.57,,,,
VIX,18/03/1999,24.13,,,,
VIX,19/03/1999,24.32,,,,
VIX,22/03/1999,25,,,,
VIX,23/03/1999,27.27,,,,
VIX,24/03/1999,26.6,,,,
VIX,25/03/1999,24.33,,,,
VIX,26/03/1999,24.04,,,,
VIX,29/03/1999,23.54,,,,
VIX,30/03/1999,22.73,,,,
VIX,31/03/1999,23.26,,,,
VIX,01/04/1999,22.06,,,,
VIX,02/04/1999,.,,,,
VIX,05/04/1999,22.19,,,,
VIX,06/04/1999,22.65,,,,
VIX,07/04/1999,22.81,,,,
VIX,08/04/1999,22.59,,,,
VIX,09/04/1999,21.77,,,,
VIX,12/04/1999,21.93,,,,
VIX,13/04/1999,22.73,,,,
VIX,14/04/1999,24.94,,,,
VIX,15/04/1999,23.93,,,,
VIX,16/04/1999,23.9,,,,
VIX,19/04/1999,26.42,,,,
VIX,20/04/1999,25.02,,,,
VIX,21/04/1999,23.31,,,,
VIX,22/04/1999,22.62,,,,
VIX,23/04/1999,22.76,,,,
VIX,26/04/1999,23.53,,,,
VIX,27/04/1999,23.36,,,,
VIX,28/04/1999,24.4,,,,
VIX,29/04/1999,25.06,,,,
VIX,30/04/1999,25.07,,,,
VIX,03/05/1999,24.15,,,,
VIX,04/05/1999,25.62,,,,
VIX,05/05/1999,25.19,,,,
VIX,06/05/1999,27.44,,,,
VIX,07/05/1999,25.36,,,,
VIX,10/05/1999,26.62,,,,
VIX,11/05/1999,25.62,,,,
VIX,12/05/1999,26.13,,,,
VIX,13/05/1999,25.02,,,,
VIX,14/05/1999,26.86,,,,
VIX,17/05/1999,27.28,,,,
VIX,18/05/1999,27.26,,,,
VIX,19/05/1999,25.08,,,,
VIX,20/05/1999,24.46,,,,
VIX,21/05/1999,24.4,,,,
VIX,24/05/1999,27.62,,,,
VIX,25/05/1999,28.9,,,,
VIX,26/05/1999,27.57,,,,
VIX,27/05/1999,28.12,,,,
VIX,28/05/1999,25.39,,,,
VIX,31/05/1999,.,,,,
VIX,01/06/1999,26.62,,,,
VIX,02/06/1999,26.21,,,,
VIX,03/06/1999,26.2,,,,
VIX,04/06/1999,23.43,,,,
VIX,07/06/1999,23.78,,,,
VIX,08/06/1999,24.02,,,,
VIX,09/06/1999,23.9,,,,
VIX,10/06/1999,25.32,,,,
VIX,11/06/1999,25.9,,,,
VIX,14/06/1999,26.51,,,,
VIX,15/06/1999,25.91,,,,
VIX,16/06/1999,22.4,,,,
VIX,17/06/1999,21.95,,,,
VIX,18/06/1999,21.75,,,,
VIX,21/06/1999,21.81,,,,
VIX,22/06/1999,21.7,,,,
VIX,23/06/1999,21.32,,,,
VIX,24/06/1999,23.06,,,,
VIX,25/06/1999,21.76,,,,
VIX,28/06/1999,22.63,,,,
VIX,29/06/1999,22.51,,,,
VIX,30/06/1999,21.09,,,,
VIX,01/07/1999,19.69,,,,
VIX,02/07/1999,18.66,,,,
VIX,05/07/1999,.,,,,
VIX,06/07/1999,20.73,,,,
VIX,07/07/1999,20.35,,,,
VIX,08/07/1999,20.24,,,,
VIX,09/07/1999,17.96,,,,
VIX,12/07/1999,19.73,,,,
VIX,13/07/1999,19.95,,,,
VIX,14/07/1999,19.71,,,,
VIX,15/07/1999,18.68,,,,
VIX,16/07/1999,17.42,,,,
VIX,19/07/1999,19.07,,,,
VIX,20/07/1999,21.79,,,,
VIX,21/07/1999,21.46,,,,
VIX,22/07/1999,23.05,,,,
VIX,23/07/1999,23.32,,,,
VIX,26/07/1999,24.98,,,,
VIX,27/07/1999,23.23,,,,
VIX,28/07/1999,22.85,,,,
VIX,29/07/1999,24.52,,,,
VIX,30/07/1999,24.64,,,,
VIX,02/08/1999,25.59,,,,
VIX,03/08/1999,26.27,,,,
VIX,04/08/1999,27.4,,,,
VIX,05/08/1999,27.01,,,,
VIX,06/08/1999,26.6,,,,
VIX,09/08/1999,27.66,,,,
VIX,10/08/1999,28.45,,,,
VIX,11/08/1999,25.39,,,,
VIX,12/08/1999,25.03,,,,
VIX,13/08/1999,22.31,,,,
VIX,16/08/1999,23.07,,,,
VIX,17/08/1999,21.67,,,,
VIX,18/08/1999,23.3,,,,
VIX,19/08/1999,24.39,,,,
VIX,20/08/1999,22.95,,,,
VIX,23/08/1999,22.55,,,,
VIX,24/08/1999,22.4,,,,
VIX,25/08/1999,20.96,,,,
VIX,26/08/1999,21.21,,,,
VIX,27/08/1999,21.83,,,,
VIX,30/08/1999,24.63,,,,
VIX,31/08/1999,24.45,,,,
VIX,01/09/1999,22.93,,,,
VIX,02/09/1999,24.53,,,,
VIX,03/09/1999,20.98,,,,
VIX,06/09/1999,.,,,,
VIX,07/09/1999,23.44,,,,
VIX,08/09/1999,23.82,,,,
VIX,09/09/1999,23.01,,,,
VIX,10/09/1999,22.03,,,,
VIX,13/09/1999,22.89,,,,
VIX,14/09/1999,23.77,,,,
VIX,15/09/1999,24.56,,,,
VIX,16/09/1999,25.25,,,,
VIX,17/09/1999,23.3,,,,
VIX,20/09/1999,24.03,,,,
VIX,21/09/1999,25.65,,,,
VIX,22/09/1999,25.19,,,,
VIX,23/09/1999,27.84,,,,
VIX,24/09/1999,27.79,,,,
VIX,27/09/1999,26.4,,,,
VIX,28/09/1999,26.06,,,,
VIX,29/09/1999,26.49,,,,
VIX,30/09/1999,25.41,,,,
VIX,01/10/1999,24.93,,,,
VIX,04/10/1999,24.46,,,,
VIX,05/10/1999,24.79,,,,
VIX,06/10/1999,22.06,,,,
VIX,07/10/1999,23.58,,,,
VIX,08/10/1999,20.49,,,,
VIX,11/10/1999,20.63,,,,
VIX,12/10/1999,22.84,,,,
VIX,13/10/1999,25.96,,,,
VIX,14/10/1999,26.05,,,,
VIX,15/10/1999,28.75,,,,
VIX,18/10/1999,28.19,,,,
VIX,19/10/1999,26.56,,,,
VIX,20/10/1999,23.9,,,,
VIX,21/10/1999,24.02,,,,
VIX,22/10/1999,21.64,,,,
VIX,25/10/1999,23.6,,,,
VIX,26/10/1999,24.26,,,,
VIX,27/10/1999,24.2,,,,
VIX,28/10/1999,21.34,,,,
VIX,29/10/1999,22.2,,,,
VIX,01/11/1999,22.09,,,,
VIX,02/11/1999,23.1,,,,
VIX,03/11/1999,23.16,,,,
VIX,04/11/1999,23,,,,
VIX,05/11/1999,21.66,,,,
VIX,08/11/1999,21.87,,,,
